name
Swedbank
Accenture
BB&T
Cathay Financial
SingTel
PG&E
Cardinal Health
Old Mutual
Standard Bank Group
CaixaBank
Devon Energy
Poly Real Estate
Emerson Electric
Mitsubishi Heavy Industries
Ameriprise Financial
Northrop Grumman
Investor AB
Delta Air Lines
Woolworths
Dominion Resources
National Oilwell Varco
Baker Hughes
Chubb
Merck
United Continental Holdings
Baxter International
Nokia
United Overseas Bank
Indian Oil
Holcim
Carnival
Fannie Mae
Huaneng Power International
SK Hynix
Micron Technology
Takeda Pharmaceutical
Toshiba
Discover Financial Services
Standard Life
Monsanto
Lincoln National
Teliasonera
Las Vegas Sands
Occidental Petroleum
Canadian National Railway
Sasol
KB Financial Group
BNP Paribas
Wilmar International
Automatic Data
Maybank
Hartford Financial Services
Danske Bank
Richemont
Humana
HDFC Bank
Freddie Mac
BAE Systems
Femsa
Heineken Holding
Qatar National Bank
Edison International
Etisalat
CSX
Gree Electric Appliances
Telenor
Marubeni
Posco
EXOR
Macquarie Group
EDP-Energias de Portugal
CBS
Hess
Thomson Reuters
MTN Group
SunTrust Banks
FirstRand
Norfolk Southern
Husky Energy
PPL
Bouygues
Baoshan Iron & Steel
Mapfre
Barclays
Saudi Telecom
TransCanada
General Mills
Tenaga Nasional
Williams Cos
Kraft Foods
JFE Holdings
Macy's
Vale
Novo Nordisk
Michelin Group
Petrobras
Magna International
Texas Instruments
International Airlines
Toyota Industries
Sumitomo Mitsui Trust
Marathon Oil
Fuji Heavy Industries
Illinois Tool Works
Viacom
British Sky Broadcasting
Allied Irish Banks
Sampo
Charles Schwab
Royal Bank of Scotland
NTPC
Citic Securities
Mitsui Fudosan
China Resources Land
Grupo ACS
Midea Group Co. Ltd.
Principal Financial Group
CenturyLink
Fujifilm Holdings
Pernod Ricard
Corning
Voya Financial
CSR
Talanx
Colgate-Palmolive
Kimberly-Clark
Lenovo Group
AMP
Garanti Bank
Syngenta
CNH Industrial
Metallurgical Corp of China
JBS
Komatsu
Sempra Energy
SK Telecom
Bank Rakyat Indonesia
Amazon.com
TJX Cos
Starbucks
Aon
Associated British Foods
PPG Industries
Public Service Enterprise Group
Sinohydro Group
TE Connectivity
Yahoo
E.ON
Mitsubishi Estate
Swisscom
Orix
Philips
H&M
Consolidated Edison
Saudi Electricity
China CNR
Fujitsu
Sony
MasterCard
Suzuki Motor
China Cinda Asset Management
Southwest Airlines
Chesapeake Energy
Praxair
HDFC
Tata Consultancy Services
Paccar
National Commercial Bank
T&D Holdings
Bank Mandiri
Coal India
Compass Group
Inpex
Progressive
CRH
Koç Holding
Sysco
Ecolab
Tyson Foods
Evergrande Real Estate
Isbank
CK Hutchison
Resona Holdings
CLP Holdings
DISH Network
Bharti Airtel
Biogen Idec
Cummins
CIC Group
Tesco
Waste Management
Swiss Life Holding
Royal Ahold
Daiwa House Industry
Larsen & Toubro
Suncorp Group
Swire Pacific
Marsh & McLennan
GFNorte
Kasikornbank
Xerox
Akbank
Precision Castparts
Toyota Tsusho
Atlas Copco
ThyssenKrupp Group
International Paper
YPF
Commerzbank
Entergy
Xcel Energy
Valeant Pharmaceuticals
Kubota
Target
Celgene
Fosun International
Mazda Motor
Loews
Omnicom Group
Ally Financial
Aeon
Dongfeng Motor Group
Samsung Fire & Marine
Daikin Industries
Fifth Third Bancorp
Baidu
Kering
QBE Insurance Group
The Priceline Group
Bankia
Otsuka Holding
Kyocera
Panasonic
RELX Group
Transneft
Grupo Mexico
Shin-Etsu Chemical
Axis Bank
Volvo Group
Daiwa Securities
National Bank of Canada
Western Digital
Daqin Railway
Siam Commercial Bank
Best Buy
Franklin Resources
Fairfax Financial
Woodside Petroleum
Rogers Communications
Country Garden Holdings
Sumitomo Electric
Liberty Global
HeidelbergCement
CIMB Group Holdings
NKSJ Holdings
Norilsk Nickel
Tokyo Gas
Public Bank
ArcelorMittal
Hana Financial Group
TELUS
BG Group
GD Power Development
Chinatrust Financial
Akzo Nobel
Fortum
Air Products & Chemicals
Simon Property Group
Hilton Worldwide Holdings
SCA
SSE
Ageas
ASML Holding
eBay
DTE Energy
Atlantia
Al Rajhi Bank
Asahi Kasei
Thales
Mitsubishi Chemical
Reynolds American
Astellas Pharma
Sanlam
Anadarko Petroleum
Evonik
Haitong Securities
Sodexo
AES
MTR
Becton Dickinson
Sabanci Holding
Anhui Conch Cement
Actavis
Steinhoff International
VTB Bank
OMV Group
Publicis Groupe
Delphi Automotive
Bank of Ireland
Anglo American
CME Group
Banco de Sabadell
Grupo Aval
Sumitomo Corp
Whirlpool
Unibail-Rodamco
Falabella
Aisin Seiki
Regions Financial
Bank Central Asia
LG Display
CEZ Group
Shire
Spectra Energy
Peugeot
Dollar General
Cenovus Energy
Cognizant Technology
Keppel Corp
Bunge
Siam Cement
PotashCorp
Tesoro
Alstom
Ingersoll-Rand
China Resources Power
New World Development
Mercantil Servicios
LG Chem
Wheelock & Co
Yara International
Kohl's
AmerisourceBergen
Tenaris
National Bank of Abu Dhabi
Couche Tard
IntercontinentalExchange
M&T Bank
Freeport
Seagate Technology
Toray Industries
Nan Ya Plastics
Henderson Land
Nucor
Swatch Group
Emirates NBD
Centrica
Deutsche Boerse
Industrial Bank of Korea
Kingfisher
Murata Manufacturing
Infosys
Ferrovial
First Gulf Bank
Adecco
Goodyear
Encana
Woori Bank
DaVita
Eversource Energy
BRF
Applied Materials
Kellogg
Adidas
Agrium
Rolls-Royce Holdings
Huadian Power International
Banco De Venezuela
Fanuc
Fast Retailing
Naspers
Safran
Mosaic
China Shipbuilding Industry
Porsche Automobil Holding
Abertis
Carlsberg
Asahi Group Holdings
Parker-Hannifin
VF
China National Building
Magnit
China Eastern Airlines
Mylan
Snam
Apache
JX Holdings
China Steel
Sime Darby
Tatneft
Isuzu Motors
Insurance Australia Group
Yum Brands
Bancolombia
China Taiping Insurance
Sumitomo Realty
Chunghwa Telecom
Ricoh
Stryker
Tyco International
West Japan Railway
China Yangtze Power
Northern Trust
Veolia Environnement
Quanta Computer
Sinopharm Group
Metro Group
Navient
Sekisui House
Luxottica Group
LG Electronics
Essilor International
Marks & Spencer
Royal Caribbean Cruises
Alcoa
Rakuten
Scentre Group
Lafarge
Dentsu
Shanghai Electric Group
Canadian Pacific Railway
Weyerhaeuser
PKO Bank Polski
Sumitomo Chemical
Gap
Banco Popular Espanol
NEC
Novatek
Power Assets Holdings
Estée Lauder Cos
Stanley Black & Decker
Great Wall Motor
Shimao Property Holdings
Samba Financial Group
Scor
Mitsubishi Motors
Bharat Petroleum
GF Securities
Bâloise Group
Sandvik
VMware
Huatai Securities
Hyundai Steel
Tohoku Electric Power
Zhejiang Zheneng Electric Power
Capgemini
Longfor Properties
Bangkok Bank
Pearson
Weichai Power
Riyad Bank
Japan Airlines
FirstEnergy
Noble Energy
Kao Corp
Itaúsa
L Brands
PGE
KeyCorp
National Bank of Kuwait
Qingdao Haier
Saudi British Bank
Resolution
Telekom Indonesia
Kansai Electric Power
WH Group
CarMax
Mediatek
Credicorp
Erste Group Bank
Land Securities Group
UPM-Kymmene
Valeo
Grupo Inbursa
Krung Thai Bank
Bank of East Asia
Mega Financial Holding
American Tower
Sherwin-Williams
Bank of Ningbo
Hong Kong Exchanges
Kuehne + Nagel
Lotte Shopping
George Weston
Halkbank
Companhia Brasileira de Distribuicao
Formosa Petrochemical
Textron
Reinsurance Group of America
Chubu Electric Power
Marriott International
Wipro
AutoZone
Mahindra & Mahindra
Aluminum Corp of China
China Merchants Securities
Unum
Invesco
Kone
Galaxy Entertainment
TCL Corp
Discovery Communications
Tokyo Electric Power
Ross Stores
Kirin Holdings
Broadcom
CGN Power
Republic Services
Ryanair Holdings
SDIC Power Holdings
HAL Trust
Assa Abloy
Bank of Baroda
Shanghai International Port
Liberty Interactive
Datang International Power
Chongqing Rural Bank
Korea Gas
ITC
Schindler Holding
Abu Dhabi Commercial Bank
SK Innovation
China Southern Airlines
Constellation Brands
VimpelCom
Cemex
Nidec
Link REIT
Banque Saudi Fransi
Kweichow Moutai
Daiichi Sankyo
China Merchants Property
Hyundai Heavy Industries
General Growth Properties
Grupa PZU
Osaka Gas
Kobe Steel
NiSource
Symantec
Eastman Chemical
Ooredoo Telecom
HCP
EnBW-Energie Baden
Nordstrom
SK Holdings
CenterPoint Energy
BAIC Motor
Bed Bath & Beyond
ZTE
L-3 Communications
Vornado Realty
TD Ameritrade Holding
Fidelity National Information
Vienna Insurance Group
Skanska
Genuine Parts
Whole Foods Market
Calpine
Equity Residential
China Coal Energy
CSL
Cathay Pacific Airways
Fortescue Metals Group
Prologis
BOE Technology Group
Chongqing Changan Auto
Pgnig Group
VakifBank
Bank of Nanjing
Hermès International
Newmont Mining
LG Corp
Hanwha Corp
British Land
Barrick Gold
Punjab National Bank
Recruit Holdings
JD.com
Ultrapar Participacoes
Pioneer Natural Resources
CapitaLand
Finatis
Tata Steel
Alcatel-Lucent
China Oilfield Services
Phoenix Group Holdings
ConAgra Foods
Secom
Charter Communications
Health Care REIT
SM Investments
Formosa Chemicals
AntarChile
CIT Group
Unipol Gruppo
All Nippon Airways
Quinenco
Hershey
WW Grainger
Kawasaki Heavy Industries
Sumitomo Metal Mining
CGI Group
Cameron International
Intact Financial
Samsung C&T
Beiersdorf
Bank Negara Indonesia
AerCap Holdings
Alliance Data Systems
Formosa Plastics
Towngas
Axiata Group
Deutsche Lufthansa
Schroders
Pegatron
Bank Hapoalim
Motorola Solutions
Voestalpine
J Sainsbury
Altice
Lend Lease Group
Wolseley
NRG Energy
Adani Enterprises
Shaanxi Coal Industry
Solvay
Everest Re Group
Hertz Global Holdings
SanDisk
Continental Resources
O'Reilly Automotive
Eiffage
Jiangxi Copper
KPN
Emaar Properties
SKF Group
St Jude Medical
Ameren
Technip
Huntington Bancshares
Belgacom
Leucadia National
Millicom International
Seadrill
Public Storage
Industries Qatar
Bank of Yokohama
Delta Lloyd
Yamaha Motor
Lear
Arab National Bank
Fidelity National Financial
Lorillard
Investec
Next
DP World
Banque nationale de Belgique
Suning Appliance
Flextronics International
Power Grid of India
Gemdale
Bank of India
Aena
IDGC Holding
Lennar
Finmeccanica
Inner Mongolia Yili
TUI
Avalonbay Communities
Randstad Holding
Amcor
Level 3 Communications
Mediobanca
Hebei Iron & Steel
Ventas
Campbell Soup
Helvetia Holding
Origin Energy
Mitsui OSK Lines
Advanced Semiconductor
Julius Baer Group
Hormel Foods
Asustek Computer
Grupo Televisa
CF Industries Holdings
Activision Blizzard
HCL Technologies
Johnson Matthey
Kuwait Finance House
CMS Energy
Comerica
Dollar Tree
Weatherford International
KT Corp
St. James's Place
Novolipetsk Steel
Chow Tai Fook Jewellery
GAIL India
Rockwell Automation
Macerich
Avnet
Xiamen C&D
Innolux
Bank of Greece
Canadian Tire
Canara Bank
Delhaize Group
Beijing Enterprises
MGM Resorts
Crown Castle International
London Stock Exchange
Murphy Oil
MegaFon
PTT Global Chemical
Assurant
ALFA
BYD
Shanghai Construction
Galp Energia
Cencosud
Keyence
BorgWarner
Mediolanum
Advanced Info Service
Fluor
Cielo
Boston Scientific
Shengjing Bank
Guangzhou R&F
Dover
Nielsen Holdings
Onex
Dongbu Insurance
Cemig
Harley-Davidson
PartnerRe
Huishang Bank
China National Chemical
Host Hotels & Resorts
Shanghai Pharmaceuticals
Avago Technologies
Raiffeisen Bank International
Ajinomoto
Alleghany
China Cosco Holdings
Suntory Beverage & Food
WR Berkley
Grupo Bimbo
Zijin Mining Group
Idemitsu Kosan
UBI Banca
Air France-KLM
TRW Automotive Holdings
Catamaran
Oneok
Fiserv
SES
W&W-Wüstenrot
Singapore Airlines
Tokyu
XL Group
Arrow Electronics
Klepierre
SGS
Uni-President
Intuit
Boston Properties
T Rowe Price
Ralph Lauren
Teck Resources
Norsk Hydro
Community Health Sys
Delta Electronics
Eletrobrás
Turkish Airlines
Industrial Alliance Insurance
Kyushu Electric Power
Noble Group
Masco
Kotak Mahindra Bank
DR Horton
China Galaxy Securities
BS Financial Group
SMC Corp
SJM Holdings
Kinnevik
Daito Trust Construction
Dr Pepper Snapple Group
C.H. Robinson Worldwide
China Gezhouba
AU Optronics
Nippon Yusen
Zimmer Holdings
Chiba Bank
First Republic Bank
Amphenol
Braskem
Kerry Group
Genworth Financial
China Fortune Land Development
Mitsubishi Materials
Genting
Legrand
AGL Energy
Infineon Technologies
RSA Insurance Group
EasyJet
Hindalco Industries
Yanzhou Coal Mining
Wisconsin Energy
NXP Semiconductors
Financiere de l'Odet
Moody's
Coca-Cola Enterprises
Nitto Denko
Doosan
Gannett
Attijariwafa Bank
CBRE Group
Shin Kong Financial
Sun Art Retail Group
Uniqa
Bidvest Group
Henry Schein
Banca MPS
Vedanta Resources
Amadeus IT Holdings
Experian
Shenzhen Overseas
Li & Fung
Rock-Tenn
Orient Securities
Mohawk Industries
Bombardier
Saputo
National Bank of Greece
Seiko Epson
Alexion Pharmaceuticals
Red Eléctrica
Hyundai Engineering
Western Union
Storebrand
El Puerto de Liverpool
Arch Capital Group
Universal Health
Bharat Heavy Electricals
New York Community
Brenntag
Quest Diagnostics
Shaw Communications
Starwood Hotels
Renesas Electronics
Power Finance
Electrolux Group
Turkcell
Yamato Holdings
Sino-Ocean Land Holdings
Interpublic Group
Deutsche Annington Immobilien
Tingyi Holding
Advance Auto Parts
American Financial Group
CA
Dubai Islamic Bank
Oriental Land
RHB Capital
Masraf Al Rayan
Shinsei Bank
Raymond James Financial
Southwestern Energy
DSM
Nutreco
Turk Telekom
Wynn Resorts
Electronic Arts
Hang Lung Group
Staples
Sistema
Hoya
China Resources Enterprise
Cincinnati Financial
RusHydro
Mondi
Agile Property Holdings
Samsung SDS
BBMG
Zoetis
Hainan Airlines
Hankyu Hanshin Holdings
Mead Johnson Nutrition
Sojitz
Jyske Bank
Oi
FMC Technologies
Rite Aid
Dangote Cement
PKN Orlen
Hikvision
Nippon Paint
Stora Enso
Wuhan Iron & Steel
Perrigo
Vestas Wind Systems
Starwood Property Trust
Sun Pharma Industries
Autoliv
Taisei
Metalurgica Gerdau
Jeronimo Martins
Unicharm
Harbin Bank
NetApp
Shizuoka Bank
Espirito Santo Financial
Annaly Capital Management
First Quantum Minerals
Olam International
Wm Morrison Supermarkets
AutoNation
Direct Line Insurance
Guosen Securities
Sharp
BPI
Markel
Molson Coors Brewing
OMRON
Hindustan Petroleum
Asahi Glass
Manpower
Thai Beverage
PVH
Brambles
Areva
United Utilities
Keurig Green Mountain
UC Rusal
CJ Corp
Everbright Securities
Givaudan
JM Smucker
PLDT
Liberty Media
Hyundai Glovis
Deutsche Wohnen
Belle International Holdings
Wuliangye Yibin
Brown-Forman
Goldcorp
United Rentals
Bankinter
Clorox
CP All
NSK
Lixil Group
TDK
Salesforce.com
Arab Bank
Ball
Analog Devices
Grifols
Terna
MOL Hungarian Oil
Sembcorp Industries
Edwards Lifesciences
ITV
SCANA
Bank Leumi
Hong Leong Financial
Savola Group
Saudi Arabian Mining
Antofagasta
Rockwell Collins
Concho Resources
Melco Crown Entertainment
Tokyo Electron
LabCorp
Metropolitan Bank & Trust
China International Marine
News Corp
Paychex
Cerner
Hanergy Thin Film Power Group
KGHM Polska Miedz
BCI-Banco Credito
First Financial Holding
Celanese
Gjensidige Forsikring
Obayashi
Netease
Rural Electrification
Saudi Arabian Fertilizers
Prada
Colruyt
Hammerson plc
Restaurant Brands International
Michael Kors Holdings
Darden Restaurants
Chugoku Electric Power
MISC
Ingram Micro
Roper Industries
Transocean
Hua Nan Financial
Global Logistic Properties
Jiangsu Yanghe Brewery
Empire
Rostelecom
ATOS
Lam Research
Wyndham Worldwide
AmBank Group
Intu Properties plc
Kintetsu
Yuanta Financial Holding
Hyundai Marine & Fire
Tenet Healthcare
Western Refining
DSME
China Hongqiao Group
Petronas Chemicals
China Merchants Holdings
Cosmo Oil
Fortis (Canada)
Ayala Corporation
Eisai
Inner Mongolia Baotou Steel
Check Point Software
Inotera Memories
Abengoa
SL Green Realty
Antero Resources
Nürnberger
Monster Beverage
Mashreq Bank
Sears Holdings
Aeroports de Paris
Skyworks Solutions Inc.
Chicago Bridge & Iron
Olympus
Aareal Bank
SNC-Lavalin Group
Crescent Point Energy
Computer Sciences
Angang Steel
Cheil Industries
Foot Locker
E-Trade Financial
Pirelli & C
Want Want China
Bank of Chongqing
Nippon Express
Adobe Systems
Piraeus Bank
China Longyuan Power
Smith & Nephew
Agilent Technologies
SinoPac Financial
IHI
NVIDIA
Sekisui Chemical
Regeneron Pharmaceuticals
Accor
Steel Authority of India
China Mengniu Dairy
Fukuoka Financial Group
Zions Bancorp
Latam Airlines
Kerry Properties
ICA Gruppen
Korean Air
Capita
American Water Works
Torchmark
Nintendo
Bunzl
Dai Nippon Printing
HollyFrontier
KT&G
American Capital Agency
Actelion
Kajima
S-Oil
Axis Capital Holdings
JB Financial Group
Medipal Holdings
GKN
Banco Occidental
Expedia
Wolters Kluwer
ARM Holdings
Metro Inc
Brilliance China Automotive Holdings
Compal Electronics
Saudi Hollandi Bank
Chipotle Mexican Grill
CPFL Energia
Taiwan Cooperative Financial
TonenGeneral Sekiyu
Crown Holdings
Grupo Elektra
Aozora Bank
Sigma-Aldrich
TAQA
Qatar Islamic Bank
Commercial Bank of Qatar
Oji Holdings
Industrivarden
Rexel
Toppan Printing
Whitbread
Ahli United Bank
Union Bank of India
Banco Davivienda
Electric Power Development
Westfield
Remgro
Alpha Bank
Centene
Banco Comercial Portugues
Geberit
Maxis
Hanesbrands
Assured Guaranty
Bendigo & Adelaide Bank
Sika
Grupo Carso
Aramark
Travis Perkins
Wärtsilä
Founder Securities
Coach
Dassault Aviation
Iliad
Charoen Pokphand Foods
Aspen Pharmacare Holdings
LARGAN Precision
Banco Popolare
Chang Hwa Bank
Ametek
Jarden
Hengan International Group
Stockland Australia
JTEKT
Abu Dhabi Islamic Bank
Caesars Entertainment
Meiji Holdings
STRABAG
AGL Resources
Pentair
Naver
Shoprite Holdings
Xilinx
Zodiac Aerospace
Intuitive Surgical
Shimizu
Cattolica Assicurazioni
Netflix
GEA Group
Far Eastern New Century
Delek Group
Mitsubishi UFJ Lease
Enka
NMDC
Union National Bank
Petronas Gas
Smurfit Kappa Group
Westlake Chemical
EQT
Dexia
Barratt Developments
Coloplast
Hexagon
Illumina
OTP Bank
Alinma Bank
McGraw-Hill Cos
Shimano
Zenith Bank
Qantas Airways
US Steel
Sociedades Bolivar
Franshion Properties (China)
City Developments
Samsung Heavy Industries
New Hope Liuhe
Alaska Air Group
Transurban Group
Oleo E Gas Participacoes
Shanghai Commercial & Savings Bank
China Life Insurance (Taiwan)
E.Sun Financial
Commercial International Bank
Idea Cellular
Ambac Financial Group
Neste Oil
Alfresa Holdings
Pandora
Showa Shell Sekiyu
Novozymes
Tractor Supply
Mattel
Isetan Mitsukoshi Holdings
Signet Jewelers
Shanxi Taigang Stainless
IDBI Bank
JG Summit Holdings
Kingdom Holding
Hokuhoku Financial Group
LIG Insurance
Foncière des Régions
Severstal
E-mart
Chimera Investment
CorpBanca
Yamaguchi Financial
World Fuel Services
Public Power
Acciona
Avis Budget Group
Cheniere Energy
Ternium
PGN
Newell Rubbermaid
Nippon Paper Industries
Mitsui Chemicals
Banca Popolare di Milano
Pembina Pipeline
JB Hunt Transport
Taiwan Mobile
Dassault Systemes
Offshore Oil Engineering
Family Dollar Stores
Oil & Gas Development
Almarai
Fastenal
Expeditors International
Arca Continental
PulteGroup
IOI Group
Ezdan Holding Group
Burberry Group
Bank Audi
DIA
Guangzhou Automobile Group Co. Ltd.
Old Republic International
Altera
Kansas City Southern
EFG Eurobank Ergasias
Sany Heavy Industry
Lotte Chemical
SINOPEC Engineering (Group)
Coca-Cola HBC
3i Group
Kimco Realty
Willis Group Holdings
Bank Muscat
Tiffany & Co.
Huntsman
Range Resources
Lupin
Ningbo Port
Mizrahi Tefahot Bank
United Internet
X5 Retail Group
Kawasaki Kisen Kaisha
Amorepacific
BCV Group
Harris
YTL
Rexam
Samsung Card
Banco Continental
Inter Rao
Chugoku Bank
FBN Holdings
Moscow Exchange
Linear Technology
Norwegian Cruise Line Holdings
Tech Data
HRG Group
Joyo Bank
Cimarex Energy
Affiliated Managers Group
Meritz Financial Group
Twitter
Banca Popolare dell'Emilia
Tosoh
Halyk Bank
Nishi-Nippon City Bank
H&R Block
AECOM Technology
Graham Holdings
Sunac China Holdings
Dongfang Electric
Suzuken
77 Bank
Wistron
RiseSun Real Estate Development
United Aircraft Corporation
FCC
LinkedIn
North Pacific Bank
American Realty Capital Properties
Hachijuni Bank
Hankook Tire
MMI Holdings
Bank of Kyoto
CCR
Seat-Pagine Gialle
East West Bancorp
LKQ
Yamada Denki
Wendel
Hiroshima Bank
Bajaj Auto
China National Materials
Mallinckrodt
Samsung SDI
Syndicate Bank
SVB Financial Group
Petro Rabigh
UCB
Sino Land
Gunma Bank
Helmerich & Payne
SBM Offshore
Mercuries & Associates
Chinese Estates
Industrial Securities
Jacobs Engineering
Evraz Group
Trinity Industries
Sumitomo Rubber
ProSiebenSat1 Media
GS Holdings
Hospira
Hyosung
Greentown China Holdings
MBIA
Vertex Pharmaceuticals
Signature Bank
Minmetals Development
Central Bank of India
Rhoen-Klinikum
Zain
NASDAQ OMX Group
Nomos Bank
Kaisa Group Holdings
AGCO
SK Networks
RMB Holdings
Saudi Investment Bank
Sealed Air
FleetCor Technologies
Shiseido
Blom Bank
Iyo Bank
BayWa
Gudang Garam
Goodman Group
Israel Discount Bank
Osisko Gold Royalties
CSN
Penske Automotive
Newfield Exploration
Liberbank
Lindt & Sprungli
JGC
Dixons Carphone
Banco BPI
Nippon Steel Trading
Axel Springer
Flowserve
CJ Cheiljedang
Gecina
PBF Energy
Juroku Bank
Essex Property Trust
Polaris Industries
Tesla Motors
Ashikaga Holdings
China Communications Services
China Development Financial
Endo
Scripps Networks Interactive
Airports of Thailand
Alfa Laval
Catcher Technology
Jabil Circuit
Guangdong Investment
Indian Overseas Bank
DCC
SBI Holdings
Tokyu Fudosan
Yunnan Baiyao Group
Taiheiyo Cement
Frontier Communications
K+S
Mahanagar Telephone Nigam
Banca CARIGE
American Equity Investment
Reliance Steel
Church & Dwight
Senshu Ikeda Holdings
Waters
GameStop Corp.
Nanto Bank
Talisman Energy
Cintas
Erdemir
Tech Mahindra
Taylor Wimpey
Hyakugo Bank
Taiwan Business Bank
Permanent TSB Group
Beijing Xinwei Telecom Technology Group
Tokyo Tatemono
Nippon Meat Packers
Spirit AeroSystems
G4S
SOHO China
Verisk Analytics
Supervalu
Salzgitter
Taishin Financial Holdings
Derwent London
Lens Technology
McCormick & Co
Pinnacle West
Denbury Resources
Interactive Brokers Group
ST Engineering
Toho Bank
First Pacific
Aberdeen Asset Management
Brother Industries
China Aviation Oil
Basler Kantonalbank
Banca Popolare di Sondrio
Ogaki Kyoritsu Bank
Orica
Nanya Technology
ISS
Suruga Bank
Copel
Daishi Bank
Catlin Group
