source	target	correlation
Saudi Hollandi Bank	UCO Bank	0.023799104510435196
Samba Financial Group	DBS Group	0.0783227989192159
Weichai Power	Shanghai Electric Group	0.05040740050750186
Shanghai Industrial Holdings	JX Holdings	0.19886414078700645
American International Group	International Airlines	0.1542359243340321
Canon	Sharp	0.025823043806275044
Sumitomo Chemical	Idemitsu Kosan	0.10174694244533132
Randstad Holding	Ashtead Group	0.05087357026851638
China Taiping Insurance	Guangzhou Automobile Group Co. Ltd.	0.025494311013546204
UnitedHealth Group	Lenovo Group	0.04892444132272832
Dalian Wanda Commercial Properties	Huntington Ingalls Industries	0.024458666546265235
TD Bank Group	Westpac Banking Group	0.025745714549890972
AmTrust Financial Services	Aflac	0.021836631931616075
Amorepacific	Sumitomo Chemical	0.023738090177887528
PTT Global Chemical	Hellenic Petroleum	0.023825725111156645
Aon	Prudential	0.02848419808996871
Asahi Group Holdings	Aspen Pharmacare Holdings	0.08414396291974238
Meritz Financial Group	International Paper	0.024607936439675477
Land Securities Group	Trinity Industries	0.024691675799825067
China National Chemical	China Resources Enterprise	0.04671539598568524
TransCanada	Woodside Petroleum	0.02591241997452665
Deutsche Boerse	Talanx	0.023573238844587955
Suruga Bank	China Cosco Holdings	0.02546125259744991
China National Building	China Railway Construction	0.12693069457086006
CNO Financial Group	AerCap Holdings	0.025667283352353493
Hyundai Heavy Industries	Suzuki Motor	0.026059745281948918
Kaisa Group Holdings	Resona Holdings	0.06081832967486943
FBN Holdings	HRG Group	0.02853621522067454
SanDisk	Hitachi	0.05322110258014425
Imperial Tobacco Group	Hopson Development Holdings	0.07893617881114745
GD Power Development	NextEra Energy	0.024920039488488
Natixis	St Galler Kantonalbank	0.025354308001585835
Motorola Solutions	TPV Technology	0.02639069137364642
Huadian Power International	Hokkaido Electric Power	0.2374092035765551
CF Industries Holdings	Mahindra & Mahindra	0.02423991427795079
JX Holdings	HD Supply Holdings	0.13091588087876024
Fortum	OMV Group	0.02370821662517576
Permanent TSB Group	HRG Group	0.07513290627764851
Husky Energy	Hellenic Petroleum	0.025978183632988698
Brilliance China Automotive Holdings	Mitsubishi Motors	0.048375564884365146
Resona Holdings	Dongbu Insurance	0.02411114554859389
Mitsubishi Corp	Polaris Industries	0.023969530080170245
First Gulf Bank	Erste Group Bank	0.02585095924175693
QEP Resources	Yanzhou Coal Mining	0.026163367766930307
China Telecom	China Resources Enterprise	0.09300834681815688
Sika	LyondellBasell Industries	0.023528930674622733
Kaisa Group Holdings	Brilliance China Automotive Holdings	0.02427400466240373
SKF Group	CIT Group	0.026349875192329158
Woori Bank	UCO Bank	0.0515843992758195
Fifth Third Bancorp	State Street	0.021612216643114232
Sony	Nintendo	0.049668784911655675
Interactive Brokers Group	Pioneer Natural Resources	0.024571260019317018
Zijin Mining Group	China Gezhouba	0.023935495043446258
VTB Bank	Bank Central Asia	0.025456367382280333
Itaú Unibanco Holding	YPF	0.023717026274211607
Chubu Electric Power	Southwestern Energy	0.047095246210202224
Suncor Energy	Chesapeake Energy	0.07996448398375418
Toho Bank	Ahli United Bank	0.024277001837105502
SDIC Power Holdings	Nippon Steel & Sumitomo Metal	0.02514450044245836
3M	Evonik	0.026725202469324114
PetroChina	Alrosa	0.021711747750206126
Valero Energy	Cheniere Energy	0.17855231093264226
Alpha Bank	Arab Bank	0.049189313736075636
Syndicate Bank	Commercial Bank For Investment & Development Of Vietnam	0.025128631114714767
Mediolanum	Gecina	0.05032393849855536
Kajima	Showa Shell Sekiyu	0.046357486762003554
BP	Tesoro	0.02589464395916755
Sumitomo Rubber	Hanwa	0.10022388767270568
Klepierre	Eiffage	0.02544505280270941
Perrigo	Alexion Pharmaceuticals	0.023887326795340513
Oleo E Gas Participacoes	Galp Energia	0.04875915497364641
Everbright Securities	China Development Financial	0.07580950313257405
Hanwa	Nippon Steel & Sumitomo Metal	0.12865178301693803
Chubb	Radian Group	0.052103608667851
Walgreens Boots Alliance	Wm Morrison Supermarkets	0.023181495641819493
American International Group	Liberty Global	0.05146845317865563
Sunac China Holdings	Joyo Bank	0.025701396745353763
Norsk Hydro	OMV Group	0.02496835455219879
Sumitomo Rubber	Mitsui Engineering & Shipbuilding	0.025914181169676583
China Cosco Holdings	JFE Holdings	0.15617336068176532
Gansu Jiu Steel Group Hongxing Iron & Steel	Hyundai Steel	0.14709040181537336
Intouch Holdings	Fosun International	0.024627428129083213
Public Bank	Public Storage	0.033491323369202235
Universal Health	Tenet Healthcare	0.11232180068472514
AmTrust Financial Services	Compass Group	0.025200615963503335
Samsung Heavy Industries	Air Products & Chemicals	0.02356894035273064
Amorepacific	Dai Nippon Printing	0.024918827091941726
SJM Holdings	Wilmar International	0.026136636508486497
KBC Group	DNB	0.02655890702777372
EFG Eurobank Ergasias	Danske Bank	0.048680098179302175
KB Financial Group	Assured Guaranty	0.025066853161709157
Johnson Matthey	Sharp	0.030018356108284603
Tesla Motors	Mitsubishi Estate	0.027386360565137893
HCA Holdings	Meiji Holdings	0.059432704084674964
American Financial Group	Mizuho Financial	0.04936889190318815
Bank Central Asia	Union National Bank	0.024197177581922615
CYS Investments	Hertz Global Holdings	0.02484663187887268
Nippon Yusen	JFE Holdings	0.02459926117744679
Gree Electric Appliances	Mitsubishi Heavy Industries	0.02621397241013266
Principal Financial Group	IOI Group	0.05025214025778065
Akamai Technologies	Agilent Technologies	0.1063034893359413
Interactive Brokers Group	American Financial Group	0.09980128114261456
Western Refining	Northern Trust	0.027642297787515178
Commonwealth Bank	Halyk Bank	0.029405695678977332
Chemtura	Valeo	0.02427345474107498
Kaisa Group Holdings	Hertz Global Holdings	0.08621518339991939
Mitsubishi Chemical	Aisin Seiki	0.07689450744977953
Penske Automotive	Nitto Denko	0.02345637879584715
Sunac China Holdings	RMB Holdings	0.25242008300358626
DBS Group	Macquarie Group	0.07488247280497864
TonenGeneral Sekiyu	Tokyo Electric Power	0.026479448630066463
Honda Motor	Motor Oil	0.15994727815235552
China Cinda Asset Management	China Life Insurance	0.07499866599071048
Shaanxi Coal Industry	China Railway Construction	0.054827043909686506
Principal Financial Group	Legal & General Group	0.07265345064105694
Sino Land	Hana Financial Group	0.025712335747633583
Huadian Power International	Hopson Development Holdings	0.024437689639372154
SK Innovation	International Paper	0.024563267038764887
Acciona	Tenaris	0.04555119301013297
Nomos Bank	Blom Bank	0.030785086249277824
Metropolitan Bank & Trust	Standard Bank Group	0.1761500061075346
Axis Bank	Allahabad Bank	0.20628734848326005
Oriental Land	JG Summit Holdings	0.02744337409629167
ENN Energy Holdings	Valero Energy	0.1247107130428417
Interactive Brokers Group	Realty Income	0.04958153719988115
Greentown China Holdings	China Communications Construction	0.07479004387618425
Anadarko Petroleum	Exxon Mobil	0.1730471940576487
Perrigo	Mallinckrodt	0.02339310619813395
Assured Guaranty	Ping An Insurance Group	0.049155771099451476
Hiroshima Bank	Arab Bank	0.10261948520191792
Arca Continental	American Airlines Group	0.051005117619047656
Shinsei Bank	Daiwa Securities	0.05224786831571944
Flextronics International	Advanced Semiconductor	0.024296914465901837
Publicis Groupe	Banque nationale de Belgique	0.04828791349348369
Recruit Holdings	Meiji Holdings	0.1460682523228674
Citic Securities	Kiyo Bank	0.05004595920158195
Samsung Heavy Industries	Zodiac Aerospace	0.024909912955791785
Showa Shell Sekiyu	JTEKT	0.047707222689883005
CenterPoint Energy	EP Energy	0.10146473123302893
China Mobile	China Resources Land	0.0503891661517229
Mashreq Bank	Zenith Bank	0.1518437121525864
Intesa Sanpaolo	Bankinter	0.09955433306278198
APA Group	American Capital Agency	0.02507673458993476
EDF	Acciona	0.05150295121937613
Porsche Automobil Holding	Peugeot	0.026654519070170305
Woodside Petroleum	Marathon Petroleum	0.16126317753718686
Hellenic Petroleum	Southwestern Energy	0.0245274986990302
HeidelbergCement	Fortum	0.024256336623497667
Indian Overseas Bank	Blom Bank	0.02402234218348558
HSBC Holdings	Siam Commercial Bank	0.026084381247823748
China Unicom	Shanghai Pudong Development	0.07920332690266582
Alexion Pharmaceuticals	AmerisourceBergen	0.02428693429574194
Visa	MasterCard	0.606314944950138
Hysan Development	KB Financial Group	0.024679156767210348
Keppel Corp	Tingyi Holding	0.02345999289581081
Riyad Bank	Mizrahi Tefahot Bank	0.02458087464618274
Dongfang Electric	China Shenhua Energy	0.15500313831023105
New China Life Insurance	Standard Chartered	0.023772470619317136
JX Holdings	Obayashi	0.022672176910803216
Samsung Electronics	LG Display	0.1316625697725265
Sumitomo Metal Mining	Mitsui Engineering & Shipbuilding	0.02485768307453963
JTEKT	TonenGeneral Sekiyu	0.02359721944603143
Industrial Securities	Taiwan Business Bank	0.027322282877625285
Osaka Gas	Petronas Gas	0.026199809712695032
E.Sun Financial	Erste Group Bank	0.024466812002518663
Uniqa	Erste Group Bank	0.04694508332620112
TDK	CDW	0.02231863832986827
TMB Bank	Lloyds Banking Group	0.02371975075114044
Phoenix Group Holdings	China Fortune Land Development	0.05134359079831317
ConocoPhillips	Valero Energy	0.16038113431016562
JM Smucker	WH Group	0.024229064982850344
Brilliance China Automotive Holdings	Tencent Holdings	0.025811026130680745
Dalian Wanda Commercial Properties	Chinese Estates	0.024278567584074283
Metcash	AMP	0.14529202836823124
Arab Banking	Arab National Bank	0.14814172806685152
China Shipbuilding Industry	China Steel	0.12353646538601928
Sealed Air	Delta Air Lines	0.2568408088410167
Denso	Nissan Motor	0.026136246880030366
Greentown China Holdings	China Everbright Bank	0.04816249793101358
Kirin Holdings	AerCap Holdings	0.11830502015317862
Metcash	ANZ	0.04881263728167863
Guangdong Investment	China Telecom	0.04793611821259328
China Coal Energy	Industrial Securities	0.02438839896316289
Doosan	US Steel	0.0252405183013373
Everest Re Group	Reckitt Benckiser Group	0.02363523244357172
Nielsen Holdings	Hertz Global Holdings	0.1540271496281462
China Merchants Property	AIA Group	0.023710679505969792
Industrial Bank	Qatar National Bank	0.1825891776950783
Grifols	Sanofi	0.028011313430039167
GF Securities	Sinohydro Group	0.024329512175919128
Affiliated Managers Group	XL Group	0.025046116283492747
GS Holdings	Link REIT	0.025081417496115657
Everbright Securities	Toho Bank	0.0509745683408618
Sembcorp Industries	Sun Pharma Industries	0.05124682907868168
Duke Energy	Hokkaido Electric Power	0.02323269260306271
China Railway Group	TBEA	0.024517479386834296
STMicroelectronics	Amphenol	0.023415864596710387
Global Logistic Properties	Ezdan Holding Group	0.023759495038975332
Nippon Telegraph & Tel	Nippon Steel & Sumitomo Metal	0.02504266941546103
Joyo Bank	HSBC Holdings	0.07417733031462807
China Merchants Bank	DVB Bank	0.22501608321792435
Land Securities Group	Regions Financial	0.02401914007890824
SJM Holdings	HRG Group	0.029241173966492263
Ryanair Holdings	Ferrovial	0.05267818159495167
Sembcorp Industries	Polaris Industries	0.0769708509624797
Huntington Bancshares	Regions Financial	0.07940317237081762
Hindalco Industries	Dangote Cement	0.04947018757282072
Abu Dhabi Commercial Bank	Ahli United Bank	0.1753939597825218
Helmerich & Payne	Sime Darby	0.024464598899201197
Simon Property Group	Goldin Financial Holdings	0.026731946750918834
Indian Overseas Bank	Ahli United Bank	0.023447660860043785
Alcoa	BASF	0.02253063587633305
Tokio Marine Holdings	Hang Lung Group	0.023776723537561027
Brilliance China Automotive Holdings	Honda Motor	0.04834686451169203
Uniqa	Generali Group	0.23133088762243473
Catlin Group	HRG Group	0.22290394693450236
Qingdao Haier	TCL Corp	0.025720275299623112
Industrial Bank	Nomos Bank	0.024861478027785558
BMW Group	BayWa	0.024821594257155077
XL Group	APA Group	0.02492372407816689
HSBC Holdings	Fosun International	0.023695299090399795
UCO Bank	Punjab National Bank	0.23410397071201225
Suruga Bank	Shiga Bank	0.2813280422863923
DBS Group	Suncorp Group	0.024012702966515226
Shinhan Financial Group	BS Financial Group	0.07727589054621369
Fujifilm Holdings	Belle International Holdings	0.18592479261563793
SBM Offshore	Bharat Petroleum	0.02349299611768155
Goodyear	CSX	0.024566232193901777
Alpha Bank	Toho Bank	0.22916756366396435
Gjensidige Forsikring	Permanent TSB Group	0.02395639725714397
Shizuoka Bank	National Commercial Bank	0.14692977011611016
Fuji Heavy Industries	Reliance Industries	0.02359749635716002
Japan Exchange Group	Orix	0.024965154776520566
Newfield Exploration	Denbury Resources	0.02395303247286519
American International Group	Anglo American	0.030663822398736433
Secom	Nomura Holdings	0.04962554221754702
Woodside Petroleum	Valero Energy	0.20265612280162118
China International Marine	Oriental Land	0.05343099618940236
American Financial Group	Metro Group	0.05073668628804187
Sun Art Retail Group	Liberty Global	0.048362583772503895
Shanghai Commercial & Savings Bank	Qatar National Bank	0.10079703746498343
Riyad Bank	Laurentian Bank	0.023884041640227806
Weichai Power	Chugoku Electric Power	0.26084401962460946
Brightoil Petroleum	China Resources Power	0.024049307898455347
Babcock International Group	Virgin Money Holdings	0.02675952066993823
Toshiba	Nidec	0.105366065777921
Rockwell Automation	China National Building	0.02543842036082147
East Japan Railway	Musashino Bank	0.02434716364133471
Tesoro	Encana	0.02281941586066785
JTEKT	Sumitomo Mitsui Financial	0.024512358014939353
UCO Bank	Syndicate Bank	0.283879512551601
China Cinda Asset Management	Japan Securities	0.023631621858105266
Cisco Systems	Tata Consultancy Services	0.027971270273093915
DTE Energy	Peabody Energy	0.18038781329627795
CJ Corp	Oji Holdings	0.04647465768329841
Marks & Spencer	J. Front Retailing	0.024119671753169248
Clorox	Jarden	0.0464380000521807
Qatar National Bank	Daito Trust Construction	0.024165033063200062
China Merchants Holdings	Lotte Shopping	0.02542046135290683
3M	Freescale Semiconductor	0.024304566006486342
Generali Group	APA Group	0.052637421115935785
Chemtura	Salzgitter	0.05021776599529433
UCB	Valeant Pharmaceuticals	0.07389869516816891
Medtronic	Hospira	0.07317598162651921
Public Power	Public Storage	0.06009606049132591
Japan Exchange Group	XL Group	0.023423996222189155
Signature Bank	Hiroshima Bank	0.1002212215758526
Itochu	Marubeni	0.5775242593897765
Abu Dhabi Commercial Bank	Saudi Arabian Fertilizers	0.024433973559841872
China State Construction Engineering	Midea Group Co. Ltd.	0.04987963084840625
Bank Muscat	Metropolitan Bank & Trust	0.026011660172491218
Willis Group Holdings	Smurfit Kappa Group	0.07276433868156766
Allied World Assurance	Essilor International	0.026095313047401994
Pioneer Natural Resources	BS Financial Group	0.02452145192025757
Essilor International	Commercial Bank For Investment & Development Of Vietnam	0.02451458061294455
Sumitomo Mitsui Trust	Aisin Seiki	0.02569960166575661
Shanghai Commercial & Savings Bank	Krung Thai Bank	0.02469234480842841
Tokyo Electron	Senshu Ikeda Holdings	0.0510147090034621
Everest Re Group	Shanghai Electric Group	0.024430279371033772
Resona Holdings	Mega Financial Holding	0.024938549019782992
Arab Banking	Blom Bank	0.02622317935113515
Kagoshima Bank	Mizuho Financial	0.023678053718582136
United Continental Holdings	Delta Air Lines	0.02555449273167759
Land Securities Group	BG Group	0.023724868576685793
Hertz Global Holdings	AIA Group	0.07402205786578235
Bridgestone	Toyota Tsusho	0.027325390082783296
Michael Kors Holdings	AIA Group	0.05056912845981184
Teck Resources	AGL Resources	0.048976597628692685
China Taiping Insurance	China Yangtze Power	0.1247102759170186
Mitsui & Co	Hebei Iron & Steel	0.02450560014143278
China Unicom	Guangzhou Automobile Group Co. Ltd.	0.02460970714267385
Unicharm	Asahi Kasei	0.07748511375462833
CBRE Group	CYS Investments	0.023724445956433735
