source	target	correlation
Legrand	Manulife Financial	0.02408599896732617
Recruit Holdings	BOE Technology Group	0.025818028873132004
Fresenius	Actelion	0.07046395667843026
Direct Line Insurance	The Priceline Group	0.02425581156919478
Fuji Heavy Industries	Meiji Holdings	0.14965578679232314
PKN Orlen	Terna	0.022972229542145128
Annaly Capital Management	American Equity Investment	0.050557456239063915
Banco Popolare	Bankinter	0.09892145391130996
Direct Line Insurance	Industrial Alliance Insurance	0.12693508740552847
Helvetia Holding	Swiss Re	0.026584388527389386
China Taiping Insurance	China Shenhua Energy	0.024219247207275415
Sichuan Changhong Electric	China Longyuan Power	0.10439156334047478
Oi	Telefónica	0.07946280347523993
Everbright Securities	Chinatrust Financial	0.04775303947163797
Axis Bank	Nanto Bank	0.28247232816823936
BOE Technology Group	China Fortune Land Development	0.05371366119006744
Sino Land	China Resources Land	0.16364867530879862
Xerox	Ricoh	0.05122023188605923
Allied World Assurance	BS Financial Group	0.07507193564273486
Nanto Bank	China Development Financial	0.05310145179119652
Goldin Financial Holdings	JB Financial Group	0.028992421220223802
Industrial Securities	Vornado Realty	0.026617752721199702
Swedbank	PKO Bank Polski	0.023448154945171634
Indian Overseas Bank	Syndicate Bank	0.33247726243976367
FMC Technologies	IMI	0.0492582014750164
Cemex	Amcor	0.02212724525554671
MGM Resorts	Host Hotels & Resorts	0.20349172726652676
Waters	Morgan Stanley	0.1536219432723843
Nordea Bank	Alinma Bank	0.02348233938313421
China National Building	Shinhan Financial Group	0.025823294830118092
China Resources Enterprise	China Longyuan Power	0.04728751698304731
Samba Financial Group	United Overseas Bank	0.024019648900433864
Taiheiyo Cement	Cemex	0.023423260877164405
Recruit Holdings	ARM Holdings	0.1194520438082038
Hankook Tire	Michelin Group	0.025443675520806477
Imperial Tobacco Group	Ambac Financial Group	0.026161037985457457
Sonova Holding	Sabanci Holding	0.02346737967379903
Zenith Bank	HSBC Holdings	0.025399291357228123
Celgene	Astellas Pharma	0.05025549465570675
Jabil Circuit	CarMax	0.02402393398537179
American Express	British American Tobacco	0.0785568968476503
Raiffeisen Bank International	Mashreq Bank	0.04917496971752707
Saudi British Bank	Banque Saudi Fransi	0.2258257460952081
Ecopetrol	Tenaris	0.023805968356766117
Telekom Indonesia	Maxis	0.23445153195759225
Graham Holdings	Alfresa Holdings	0.062092633445114565
Marathon Petroleum	AGL Energy	0.05299958508579001
T Rowe Price	Sharp	0.12371399234348099
CenterPoint Energy	Kansai Electric Power	0.047500688543960765
Dai Nippon Printing	China National Materials	0.0272807628606503
China Cinda Asset Management	Shanghai Electric Group	0.05374926151305217
Saras	Finmeccanica	0.024830626246084585
CLP Holdings	Genting	0.07064672685514596
WPG Holdings	JG Summit Holdings	0.1418512829787809
Ageas	QBE Insurance Group	0.10403382833889459
Ashikaga Holdings	Sumitomo Mitsui Financial	0.15224570214042984
RMB Holdings	Taishin Financial Holdings	0.10918872623632908
Seadrill	TAQA	0.025386694663425375
BMCE Bank	Commercial Bank For Investment & Development Of Vietnam	0.025572616368583302
Hunan Valin Steel	Asahi Glass	0.022620471701382268
Burgan Bank	Kagoshima Bank	0.04941635345277119
Hysan Development	Shanghai Commercial & Savings Bank	0.026801631205061464
RMB Holdings	Hopson Development Holdings	0.061543695230976414
TD Bank Group	FIBI Holdings	0.026832309301648982
Kimco Realty	Equity Residential	0.05447901284953698
Fukuoka Financial Group	Hertz Global Holdings	0.04992422191901867
Michael Kors Holdings	Taishin Financial Holdings	0.050222538364940617
Meritz Financial Group	Genworth Financial	0.09844842137186645
Hyundai Steel	Posco	0.21458452840518014
China Fortune Land Development	Hopson Development Holdings	0.15357843602074744
Nordea Bank	GFNorte	0.024004635955959763
VINCI	Gecina	0.025414759133993114
China Shipbuilding Industry	Dongfeng Motor Group	0.02340256471122166
HDFC Bank	Commonwealth Bank	0.02572869538702407
Beijing Xinwei Telecom Technology Group	China Gezhouba	0.02523283048653726
BCV Group	Grupo ACS	0.025406119408495048
Goodyear	O'Reilly Automotive	0.023346801175226126
Huaxia Bank	Nanto Bank	0.3097667216066035
Citic Securities	Orient Securities	0.24822520087742422
China Merchants Bank	Standard Bank Group	0.12445158328775936
Goldman Sachs Group	KB Financial Group	0.024801683310587085
Bank Rakyat Indonesia	Thai Oil	0.02397351979781331
Shimao Property Holdings	Hanwha Corp	0.023613607578376907
Gecina	Deutsche Annington Immobilien	0.0261463983971495
SEB	Sampo	0.36510521974808013
American Electric	Power Assets Holdings	0.024074691812223197
Everbright Securities	Daishi Bank	0.025581170263971952
OTP Bank	Guaranty Trust Bank	0.029376191032939307
Sany Heavy Industry	SAIC Motor	0.07455795769123505
Huaneng Power International	Guangzhou Automobile Group Co. Ltd.	0.02458809944580111
Oceanwide Holdings	Mitsui OSK Lines	0.04671155799725319
American Airlines Group	American Tower	0.05478147619950628
BP	Transocean	0.11389626997004111
Al Rajhi Bank	Blom Bank	0.05068747258173505
Arab Banking	Bank Audi	0.025868177401847596
National Commercial Bank	Andhra Bank	0.05230850714861637
Ashikaga Holdings	Sojitz	0.023779277426398043
Huaneng Power International	Wuhan Iron & Steel	0.02431449686585551
Permanent TSB Group	Keiyo Bank	0.024835470188929235
Mondi	Celanese	0.024110543172789857
Shinhan Financial Group	Swatch Group	0.023372065948335956
Mitsui OSK Lines	Brightoil Petroleum	0.024106871223971177
Willis Group Holdings	International Paper	0.023812174743426864
City National	New York Community	0.0237181459487178
Perrigo	Endo	0.023515027714246635
HRG Group	Lloyds Banking Group	0.023824264760508716
MBIA	Chubb	0.02550171205043837
Daishi Bank	Sumitomo Mitsui Financial	0.024227986080154165
Sun Art Retail Group	Voya Financial	0.02397164900260021
Mashreq Bank	JPMorgan Chase	0.02429492607335754
Yuexiu Property Co.	China Hongqiao Group	0.07715022135377175
Astellas Pharma	Bayer	0.1031397442882662
Tech Mahindra	Cheil Industries	0.02523408382284054
Saudi Hollandi Bank	Shanghai Commercial & Savings Bank	0.02368715232885292
KB Financial Group	Fukuoka Financial Group	0.2606582474048045
EP Energy	Husky Energy	0.1281250796065876
Taisei	Aisin Seiki	0.2550753158506064
Fidelity National Financial	First Gulf Bank	0.025715335145950632
Bankia	Mapfre	0.0714109103012455
PTT Global Chemical	Formosa Petrochemical	0.12478083392570101
CGI Group	Ambac Financial Group	0.05073004061076164
Taiheiyo Cement	Nippon Paper Industries	0.10371493017656215
Hertz Global Holdings	Hana Financial Group	0.04950746740317342
China Fortune Land Development	Compass Group	0.02351617022447432
Taiwan Semiconductor	Infineon Technologies	0.023920399921388426
Lenovo Group	Beijing Enterprises	0.02331220737972586
National Grid	Oriental Land	0.023554501478908477
China Communications Construction	SMC Corp	0.026521115125181998
Hysan Development	Longfor Properties	0.2092809815058077
Guangdong Investment	China Communications Construction	0.0734701866142537
Hutchison Whampoa	SK Holdings	0.04726036180488164
China Merchants Securities	Beijing Enterprises	0.05004962683338064
Flextronics International	Marriott International	0.027074522271053197
Haitong Securities	Taiwan Business Bank	0.0713839476857724
Industrial Bank	Commonwealth Bank	0.25435754863003185
Huatai Securities	HSBC Holdings	0.0237052002674898
Ameriprise Financial	SVB Financial Group	0.08102022056873619
Solvay	Pfizer	0.05452621758195353
Prudential Financial	Siam Commercial Bank	0.024935012440961468
GS Holdings	Nippon Steel & Sumitomo Metal	0.024792336666347437
SBI Holdings	Sears Holdings	0.08234777767964203
Sinopharm Group	Greentown China Holdings	0.20529222210045867
Kaisa Group Holdings	NKSJ Holdings	0.18928660996599367
Centrica	CEZ Group	0.02355058414992796
KB Financial Group	BS Financial Group	0.33061490564289653
Seagate Technology	VMware	0.025399509514095447
Abbott Laboratories	Pfizer	0.02690277077489845
GEA Group	Veolia Environnement	0.02420429380871061
Gansu Jiu Steel Group Hongxing Iron & Steel	China National Building	0.024269930350311948
China Communications Services	United Parcel Service	0.023692949270691
Leucadia National	Hartford Financial Services	0.023380698450727818
China Resources Power	Beijing Xinwei Telecom Technology Group	0.026090189280048658
Huaxia Bank	Industrial Bank	0.10083200982937232
Varian Medical Systems	Mallinckrodt	0.024765322593150785
RSA Insurance Group	Permanent TSB Group	0.09866660204924313
Kao Corp	Mega Financial Holding	0.02600986054164142
ALFA	Smurfit Kappa Group	0.024485173611081625
Nordea Bank	JPMorgan Chase	0.022441730644112763
PTT PCL	TMB Bank	0.02495654388535005
Taiwan Business Bank	Orient Securities	0.05118037648788805
Great Wall Motor	Great Portland Estates	0.024362445619808843
AXA Group	OMV Group	0.02369041492152101
Luxottica Group	XL Group	0.05075133808721437
China Aviation Oil	Offshore Oil Engineering	0.05785452057244321
Commerzbank	Dexia	0.09832195136915517
Huatai Securities	Meiji Holdings	0.02328578378650558
Standard Bank Group	Hopson Development Holdings	0.025062482744222517
Braskem	Celanese	0.050230132785339186
Unilever	PepsiCo	0.11089608500868961
Nanto Bank	Mizuho Financial	0.023266760033654296
China Everbright Bank	China Citic Bank	0.7864195740433743
Everbright Securities	Sinohydro Group	0.023472495895268106
Kerry Group	CNO Financial Group	0.024651493911527482
China Construction Bank	Commercial Bank For Investment & Development Of Vietnam	0.10395995199130102
JTEKT	IHI	0.049743955911325695
Axiata Group	Nomura Holdings	0.02576305708175032
Bank Central Asia	IndusInd Bank	0.025950206560777435
Synovus Financial	SVB Financial Group	0.05168633875753111
Valiant Holding	Continental Resources	0.025323340736135014
Nanto Bank	Voya Financial	0.02530429115019398
Taiwan Mobile	China Hongqiao Group	0.02410343583023795
ICICI Bank	Shiga Bank	0.026358347317044274
SVB Financial Group	Yamaguchi Financial	0.024160957018604334
Dongbu Insurance	Travelers Cos	0.05049654920480165
RR Donnelley & Sons	WW Grainger	0.0497309840871589
Tokio Marine Holdings	Chiba Bank	0.023775772921995862
Nanto Bank	Cathay Financial	0.07318757388337378
Molson Coors Brewing	Carlsberg	0.0955329034162199
Shanghai International Port	China Telecom	0.024219634412528657
American Tower	APA Group	0.02423752988208601
Shanghai Electric Group	China Railway Group	0.23342793495637512
Formosa Chemicals	Shanghai Material Trading	0.023450463144620595
IOI Group	CIMB Group Holdings	0.38189645486134643
Tokio Marine Holdings	Commercial Bank For Investment & Development Of Vietnam	0.024020116779110878
Shanghai Industrial Holdings	Yuexiu Property Co.	0.17825857683936014
Sinopharm Group	Luxottica Group	0.07363088679612831
Oriental Land	Kiyo Bank	0.04860211490468533
Cimarex Energy	AES	0.023799858792029602
Toyota Industries	Mitsubishi UFJ Financial	0.051374009101551314
Affiliated Managers Group	BOE Technology Group	0.0747589141773744
Syndicate Bank	FIBI Holdings	0.025934477009990017
Taiwan Cooperative Financial	Shenzhen Overseas	0.02402813831110884
Cenovus Energy	AGL Energy	0.07046313474238837
Fujifilm Holdings	DBS Group	0.024824985058575964
BOK Financial	Ally Financial	0.07862435981826024
China Shipbuilding Industry	China International Marine	0.1289585914733087
American Electric	Manila Electric	0.14720812030066452
Yanzhou Coal Mining	Orica	0.07051601253664322
Rockwell Automation	Industrial Bank	0.025654259955294915
Industrial Securities	China Fortune Land Development	0.10312327194004248
Mitsui OSK Lines	WPG Holdings	0.023789163471709132
Bankia	Banco Comercial Portugues	0.025746709592284103
TD Bank Group	Arab National Bank	0.13221795958787164
Nidec	Mitsubishi Materials	0.15103579743768808
HRG Group	Midea Group Co. Ltd.	0.02568892785021442
Goldin Financial Holdings	CIMB Group Holdings	0.06293722827330324
DBS Group	Metro Group	0.048646563519590326
Kraft Foods	Beiersdorf	0.05235447722908916
Hertz Global Holdings	Top Frontier Investment Holdings	0.10548778984316948
Industrial Bank	Ally Financial	0.026086193463875553
Saudi Hollandi Bank	Bank Leumi	0.0224399940750589
Citic Securities	Gunma Bank	0.025505899089260365
Tokio Marine Holdings	Beijing Xinwei Telecom Technology Group	0.02471383108228456
China Aviation Oil	Sany Heavy Industry	0.07864319416961182
SBA Communications	Charter Communications	0.26483030626540255
Mediolanum	Deutsche Telekom	0.023929495329635807
Imperial Tobacco Group	Compass Group	0.12686117815713022
Babcock International Group	China Communications Construction	0.02578408917538919
West Japan Railway	Canadian Pacific Railway	0.1258542079901984
Dongfang Electric	Cheng Shin Rubber Industry Co.	0.025806061680279064
SDIC Power Holdings	Yamato Holdings	0.02497125487188583
Commonwealth Bank	Deutsche Bank	0.049156155488200556
British Land	China Resources Land	0.050104472355467326
Cemex	Metalurgica Gerdau	0.09767806346932235
GD Power Development	Husky Energy	0.023417323014823282
Chesapeake Energy	Offshore Oil Engineering	0.055348811968801724
SDIC Power Holdings	CJ Corp	0.02405178004553611
Dalian Wanda Commercial Properties	Intouch Holdings	0.02392484580716064
Grupo Aval	Grupo Televisa	0.17976397581577633
Deutsche Bank	First Gulf Bank	0.027228829212751913
BS Financial Group	Chimera Investment	0.025033953299078364
Arab National Bank	Siam Commercial Bank	0.15507107253379354
Woori Bank	Shiga Bank	0.10003372092144332
Affiliated Managers Group	Financial Street Holdings	0.024389487131997067
Avis Budget Group	Fukuoka Financial Group	0.024384896139502704
Suzuken	Tosoh	0.023905302547634885
Datang International Power	Daito Trust Construction	0.04854236897786582
Taiwan Cooperative Financial	Fosun International	0.07670686237028496
Spectra Energy	Devon Energy	0.1798425266844567
Hysan Development	Hana Financial Group	0.052171099720590655
Bank Mandiri	IndusInd Bank	0.025500652715585707
Wendel	Legrand	0.025195464191861076
Shaanxi Coal Industry	Mitsui & Co	0.02592250800922809
Mitsubishi Heavy Industries	Cheil Industries	0.07251259846561664
China Taiping Insurance	Dongfang Electric	0.02318727004953732
Volkswagen Group	Chongqing Changan Auto	0.025027837968881233
Canadian Imperial Bank	Sears Holdings	0.023054278797122307
KBC Group	Catlin Group	0.04884586533171138
China Railway Construction	Shenzhen Overseas	0.026601740809902328
Willis Group Holdings	Samba Financial Group	0.02534864266926158
Inpex	Marubeni	0.02566362770691424
Phoenix Group Holdings	Sumitomo Realty	0.02508030442471117
Cheil Industries	JG Summit Holdings	0.02440175324895444
DBS Group	KBC Group	0.04999034206080234
Sumitomo Electric	Asahi Kasei	0.02431213182866241
NRG Energy	Origin Energy	0.07610310727652704
Celanese	Cintas	0.024391413879627382
SBA Communications	Verizon Communications	0.12779307888127653
Commercial Bank For Investment & Development Of Vietnam	Midea Group Co. Ltd.	0.024664279356089513
JTEKT	Mitsubishi Corp	0.05063719889706147
Steinhoff International	Wilmar International	0.07839622722983047
Altria Group	PartnerRe	0.023914713133667744
UnitedHealth Group	Torchmark	0.022790463106836866
China State Construction Engineering	Shenzhen Overseas	0.04674033576301093
Masraf Al Rayan	Abu Dhabi Islamic Bank	0.0987503842906799
Michelin Group	Swatch Group	0.022987436414741286
China Construction Bank	China Minsheng Banking	0.25467333397728004
Changjiang Securities	China Citic Bank	0.14641432269825697
United Continental Holdings	Financial Street Holdings	0.025198133952717208
Meritz Financial Group	Fosun International	0.07708978399283124
Canara Bank	Union National Bank	0.20933212112869007
Canara Bank	Andhra Bank	0.6894597987935736
Lotte Shopping	Rakuten	0.04808658743017962
STMicroelectronics	ASML Holding	0.027003510641925674
CGI Group	The Priceline Group	0.07504808472639427
Datang International Power	Fosun International	0.0256410910389769
Barclays	Danske Bank	0.030215216046689117
Unipol Gruppo	Generali Group	0.024970687780467418
SCANA	NRG Energy	0.02432143964752008
Mediolanum	Deutsche Annington Immobilien	0.02430634791832052
MMI Holdings	AIA Group	0.06304075533342612
China Cinda Asset Management	Suruga Bank	0.024122510256387206
Nutreco	Danone	0.02660822166945725
International Paper	Hertz Global Holdings	0.02523540450311651
Sichuan Changhong Electric	Changjiang Securities	0.023402742607724836
Hilton Worldwide Holdings	SK Holdings	0.055158869450620415
Allied World Assurance	Fosun International	0.052685817321327814
Aviva	AIA Group	0.048952343138674186
Taiwan Business Bank	Hana Financial Group	0.02881082714348257
Resona Holdings	Shoprite Holdings	0.05605220565464552
Daqin Railway	Citic Pacific	0.02539667894166864
China CNR	Fosun International	0.07367637843664482
Flextronics International	CGI Group	0.024834846825293223
China Railway Group	China Shipbuilding Industry	0.1229557190712322
Grifols	Actelion	0.025446328258722638
Weichai Power	Kawasaki Heavy Industries	0.023596873658397213
Huaneng Power International	Power Finance	0.1574769380799836
Tata Motors	Polaris Industries	0.05023261979917833
Attijariwafa Bank	Al Rajhi Bank	0.050720070872359226
Xinhu Zhongbao	Wuliangye Yibin	0.025605510772567255
SKF Group	Delhaize Group	0.0238175646269091
Canadian National Railway	Daqin Railway	0.08251807423785984
Taiwan Semiconductor	Avnet	0.026020851077615016
Pioneer Natural Resources	Gas Natural Fenosa	0.05907364956484642
Microchip Technology	Altera	0.10609423610097876
Formosa Plastics	Air Products & Chemicals	0.10571939555791367
Amphenol	Danaher	0.04668342599847216
Isetan Mitsukoshi Holdings	Hankyu Hanshin Holdings	0.35633198425779766
CGN Power	Korea Electric Power	0.3143868549714356
Sinopharm Group	International Paper	0.024818334791527723
Haitong Securities	Gunma Bank	0.024598590190114223
BOE Technology Group	Changjiang Securities	0.024673143648362893
China State Construction Engineering	Mitsui Engineering & Shipbuilding	0.07712225172728356
Hankyu Hanshin Holdings	Nippon Telegraph & Tel	0.02419670348866889
Canara Bank	TMB Bank	0.04986109759583999
Nippon Telegraph & Tel	BS Financial Group	0.024636239524127627
Sumitomo Corp	Sumitomo Rubber	0.2511170381531518
DVB Bank	Union National Bank	0.147638912254372
Takeda Pharmaceutical	Unicharm	0.023837609305021292
Hiroshima Bank	Shiga Bank	0.1555855318047284
Annaly Capital Management	Top Frontier Investment Holdings	0.05024251462193009
Aeon	Kiyo Bank	0.023924778972526546
Sunac China Holdings	China Communications Construction	0.07368112535819112
Anhui Conch Cement	Fuji Heavy Industries	0.024123938667741835
RHB Capital	Hopson Development Holdings	0.023248525602795465
Shizuoka Bank	Permanent TSB Group	0.025083128329543333
China Resources Power	Daqin Railway	0.025478713056081223
Dongfang Electric	Chinese Estates	0.024156791810267083
United Continental Holdings	Goldin Financial Holdings	0.02528123534623076
Simon Property Group	Evergrande Real Estate	0.025565051792239286
Dominion Resources	Vedanta Resources	0.02756550292837838
Daishi Bank	Industrial Bank	0.1497771764183925
Chimera Investment	NH Investment & Securities	0.08059096305631065
Harbin Bank	Standard Bank Group	0.07525281076503157
MMI Holdings	SJM Holdings	0.2198749561789127
Abengoa	YPF	0.024674638805562376
Kao Corp	Joyo Bank	0.023774544242006566
PTT Global Chemical	Imperial Tobacco Group	0.024252864739952387
Shaanxi Coal Industry	China Citic Bank	0.02517391772794444
Frontier Communications	Chunghwa Telecom	0.024237494863745955
Xilinx	Amphenol	0.1273221702063042
Brightoil Petroleum	Noble Energy	0.023847821045562143
Enel	Iberdrola	0.17886735470435727
Everbright Securities	Cathay Financial	0.04952005528483227
Fujifilm Holdings	Toshiba	0.02907355323852136
Higo Bank	Commercial Bank For Investment & Development Of Vietnam	0.02557153992912662
First Financial Holding	Realty Income	0.02361153425260025
American Airlines Group	Turkish Airlines	0.07398474119991554
Qualcomm	Ericsson	0.02346063005285447
Taiwan Cooperative Financial	Piraeus Bank	0.025927090895509486
Shanghai Electric Group	Greentown China Holdings	0.24848063021958927
Nippon Steel Trading	Sumitomo Realty	0.04988933639080749
Konica Minolta	Sony	0.02791066155522309
Cheniere Energy	CMS Energy	0.05199909769519786
Public Service Enterprise Group	NH Investment & Securities	0.024656426458584988
Canara Bank	United Overseas Bank	0.10546347912331858
Daewoo Securities	SK Holdings	0.028727481516774636
AmTrust Financial Services	Hana Financial Group	0.024293702992341727
Industrial Bank	Aozora Bank	0.07624844348083264
China State Construction Engineering	China Railway Group	0.0510551020668799
Crown Holdings	CF Industries Holdings	0.11572414440127506
China Power International Development	China Resources Land	0.2034009056507692
JG Summit Holdings	China Development Financial	0.051395396259434484
SM Investments	AmBank Group	0.023801663231353784
BS Financial Group	Voya Financial	0.10416731120272475
Simon Property Group	SVB Financial Group	0.07349140972509748
Braskem	Holcim	0.024844275457870487
Orient	Orient Securities	0.05812242778502297
Datang International Power	JX Holdings	0.07095844881782559
China State Construction Engineering	General Dynamics	0.024335945289085118
Hong Kong Exchanges	Li & Fung	0.6267012661694051
Millicom International	Baxter International	0.16241754387205
New China Life Insurance	Travelers Cos	0.0252423053214437
Taiheiyo Cement	Japan Tobacco	0.025169601190910114
Mitsubishi Materials	Korea Electric Power	0.025172176968162645
Shanghai Electric Group	JB Financial Group	0.024771333413897974
Vale	Banco do Brasil	0.02530359051268332
Top Frontier Investment Holdings	Compass Group	0.025647892155605548
Symetra Financial	Samba Financial Group	0.02444592044681594
Abu Dhabi Commercial Bank	Corporation Bank	0.07306225955989024
Hyundai Motor	Doosan	0.05082406184713784
Principal Financial Group	CNO Financial Group	0.3800241581146824
China Galaxy Securities	SinoPac Financial	0.04909099378920747
Dominion Resources	Power Finance	0.030677087684326063
Goodman Group	TransDigm Group	0.027326526676332216
Kaisa Group Holdings	WPG Holdings	0.30541544764252765
Babcock International Group	BOE Technology Group	0.10567210357899191
Tingyi Holding	Wilmar International	0.024385839609816436
Sandvik	Salzgitter	0.02456144919548422
Nordea Bank	Dubai Islamic Bank	0.023573812924419416
Crown Holdings	Hertz Global Holdings	0.10498518270167488
IndusInd Bank	Public Bank	0.12454002520292964
Chongqing Rural Bank	China Railway Construction	0.05040540004438013
Harbin Bank	Industrial Bank	0.14865189184020014
Shanghai Material Trading	Hengan International Group	0.10168720198211134
China Railway Group	Macquarie Group	0.025576452944653938
Sun Art Retail Group	Agile Property Holdings	0.052398942747684224
Bank Leumi	Toho Bank	0.04766115390485157
Tokyo Gas	Japan Securities	0.027314639190580976
Hanwha Corp	ASML Holding	0.02479396963958571
National Commercial Bank	Guaranty Trust Bank	0.10473487444849454
Ryanair Holdings	Axis Capital Holdings	0.02866408409813662
EXOR	Isbank	0.02406808737242196
Harbin Bank	Krung Thai Bank	0.024818075823513117
China International Marine	JB Financial Group	0.050946522900207486
Banco Popolare	Banco de Sabadell	0.15477954256949744
Ryanair Holdings	SK Holdings	0.029787002741600264
Mega Financial Holding	Yuanta Financial Holding	0.08150079033505928
Petronas Gas	Murphy Oil	0.04947721547580133
Indian Overseas Bank	Cathay Financial	0.04910338197952687
JFE Holdings	US Steel	0.02515796772765469
Olam International	Hysan Development	0.02661474960216925
Xinhu Zhongbao	Greentown China Holdings	0.15091512427242992
Nanto Bank	Shanghai Commercial & Savings Bank	0.25040851943796816
Guangdong Electric Power	Power Finance	0.21517942657884223
Gansu Jiu Steel Group Hongxing Iron & Steel	US Steel	0.2901205510644555
Sumitomo Electric	Gree Electric Appliances	0.07697509764331127
China National Chemical	Bharat Petroleum	0.04981093005805329
Nippon Yusen	Sumitomo Realty	0.02495584056825888
Shanghai Industrial Holdings	Orient Securities	0.02553701303152578
China National Building	China Communications Services	0.023761987647336353
ING Group	Basler Kantonalbank	0.025448997252686394
Concho Resources	Canadian Natural Resources	0.023879588290502626
Harbin Bank	Chongqing Rural Bank	0.3305469263607204
Senshu Ikeda Holdings	Shimizu	0.10002107194170991
Axis Bank	Arab Bank	0.10152787377095546
Ezdan Holding Group	Hertz Global Holdings	0.02544527518206947
AmTrust Financial Services	First Financial Holding	0.22998423151339606
BorgWarner	SAIC Motor	0.024107456102781852
Mitsui Engineering & Shipbuilding	Mitsubishi Materials	0.049704128525060925
Samba Financial Group	NKSJ Holdings	0.024101735120798426
China National Building	SDIC Power Holdings	0.023350082065605692
Restaurant Brands International	Hertz Global Holdings	0.02380402752526501
Manulife Financial	AIA Group	0.026521044653995015
Meritz Financial Group	AerCap Holdings	0.025258944759206224
China Merchants Holdings	Yuexiu Property Co.	0.07792261002545736
Incyte	Valeant Pharmaceuticals	0.07420638967466282
TDK	ASML Holding	0.024909098975693787
Inchcape	Lloyds Banking Group	0.02464747864135306
Interactive Brokers Group	CME Group	0.10414805607901645
Marriott International	Babcock International Group	0.07830076157967056
China Unicom	Shanghai Material Trading	0.04953347859441658
Mega Financial Holding	TransDigm Group	0.025862052263149426
AIA Group	HRG Group	0.20124779243094518
Indian Oil	Hellenic Petroleum	0.05546372074416049
CPFL Energia	Copel	0.23521853826319863
Joyo Bank	Daito Trust Construction	0.025554016568744592
Johnson Controls	Pearson	0.22437815188289162
Global Logistic Properties	Nippon Telegraph & Tel	0.02588666078328022
Taishin Financial Holdings	Century Tokyo Leasing	0.024386533691991952
Gree Electric Appliances	Arrow Electronics	0.02430706534312927
Lotte Chemical	Posco	0.023726478080192598
China Galaxy Securities	Midea Group Co. Ltd.	0.023895979947899472
Baoshan Iron & Steel	Sumitomo Rubber	0.049776628419005466
Xinhu Zhongbao	China Railway Construction	0.024319143116550323
Imperial Tobacco Group	CIT Group	0.07624419597842289
WellCare Health Plans	Community Health Sys	0.07398849411594159
Airgas	Huntsman	0.022817500181498872
China Resources Land	Hana Financial Group	0.025936166214466688
Franklin Resources	Pioneer Natural Resources	0.1015293860241482
Hainan Airlines	Cathay Pacific Airways	0.32694806195662124
China Shipbuilding Industry	Maanshan Iron & Steel	0.07470002247040168
Principal Financial Group	Realty Income	0.024607757260754766
Daiichi Sankyo	Endo	0.1674314214930223
Singapore Airlines	Turkish Airlines	0.024727541550284313
Nissan Motor	Hyundai Glovis	0.025953099553989688
Nestle	Danone	0.3746075303531959
Cimarex Energy	Atlas Copco	0.024666126569613776
Nanto Bank	Union National Bank	0.0698480194097268
Hysan Development	Voya Financial	0.02555027254209024
Beijing Enterprises	China Mobile	0.02614381073675968
Oji Holdings	Delek Group	0.025079544878504712
DBS Group	Transurban Group	0.024859266426646244
Tractor Supply	Komatsu	0.02771180268145416
GS Engineering	ST Engineering	0.38440368183999746
Babcock International Group	China Resources Enterprise	0.049431548371054894
China Shipbuilding Industry	Mitsui Engineering & Shipbuilding	0.04996927059164187
Umicore	Electrolux Group	0.023875127866249155
Millicom International	Oriental Land	0.025402046718204143
Ecopetrol	Occidental Petroleum	0.04817674884068409
Willis Group Holdings	CLP Holdings	0.1048272783086984
Riyad Bank	Burgan Bank	0.3597900453838656
Telstra	AMP	0.025918475712962675
Interactive Brokers Group	China International Marine	0.025266601489167557
China Galaxy Securities	Cathay Financial	0.02321710703262137
Nippon Telegraph & Tel	Fukuoka Financial Group	0.048784382004744595
Qatar Islamic Bank	Punjab National Bank	0.02392167126297248
Abu Dhabi Islamic Bank	Qatar Islamic Bank	0.15521675859058956
Suruga Bank	Century Tokyo Leasing	0.15522091365217855
KWG Property Holding	Yuexiu Property Co.	0.02688087238932232
Indian Oil	Hindustan Petroleum	0.2628465900026101
American Realty Capital Properties	Nomura Holdings	0.0255506291603187
CIC Group	Commercial Bank For Investment & Development Of Vietnam	0.05107411115500242
Roper Industries	TPV Technology	0.02526851611175753
E.ON	CEZ Group	0.07656625886248444
E.ON	Ferrovial	0.04284098723417723
American Electric	Reynolds American	0.0814088379047616
Valero Energy	Chevron	0.14661500170777747
Investor AB	EQT	0.025383683603939965
Essilor International	Ping An Insurance Group	0.02469488826139456
New China Life Insurance	XL Group	0.0231923726887497
Nielsen Holdings	Sears Holdings	0.08756628197346042
AmBank Group	Dubai Islamic Bank	0.02625985048905488
Pentair	Whirlpool	0.049840349149454954
Huaneng Power International	Guangdong Electric Power	0.391158415782305
China Cinda Asset Management	Commercial International Bank	0.023230863758650303
Fidelity National Information	Discovery Communications	0.024044530379783432
Burberry Group	BCV Group	0.024479526156851433
Permanent TSB Group	Vienna Insurance Group	0.025667071243817702
Nanto Bank	Garanti Bank	0.02602400160428651
Everest Re Group	Ashtead Group	0.023803022599164263
RSA Insurance Group	Zurich Insurance Group	0.4380380759603885
Hertz Global Holdings	Vornado Realty	0.025314545173918783
Kaisa Group Holdings	Macquarie Group	0.02471856189823423
Telstra	ANZ	0.026067795386946695
Burgan Bank	Musashino Bank	0.07755950214421481
Japan Exchange Group	Imperial Tobacco Group	0.026599127002958252
IOI Group	Intouch Holdings	0.02791864881419881
Ping An Insurance Group	JG Summit Holdings	0.025719409412296983
