source	target	correlation
Qingdao Haier	Shenzhen Overseas	0.31409171817873827
China Mobile	Taiwan Mobile	0.36082810959804773
Waste Management	Aberdeen Asset Management	0.2101144007539025
Chow Tai Fook Jewellery	Chang Hwa Bank	0.25563851655789543
Shanghai Electric Group	China Power International Development	0.20401292040614102
SEB	Nordea Bank	0.46996693682225543
Kyushu Electric Power	Tohoku Electric Power	0.8402521579886874
China Merchants Bank	Nanto Bank	0.35138772054289386
Braskem	Ternium	0.25389974771613544
Power Assets Holdings	CGN Power	0.2386444470743104
Abertis	Acciona	0.2843942851541793
Huaneng Power International	Huadian Power International	0.7872461911034521
BMCE Bank	Alinma Bank	0.40659953486424016
Aeon	Rakuten	0.20424060509544215
AstraZeneca	Pfizer	0.5005929496907705
Biogen Idec	Merck	0.22632827948222292
Citigroup	Deutsche Bank	0.2659398571888303
DVB Bank	Syndicate Bank	0.3769723933612315
Axis Bank	Industrial Bank	0.3028311189841844
Gazprom	Tatneft	0.2587263947022072
Tokyo Electric Power	Power Finance	0.23940859178642615
Shinsei Bank	Shiga Bank	0.2043465955717913
American Financial Group	BS Financial Group	0.2710052018766466
Ramsay Health Care	Cardinal Health	0.23856618398778845
Industrial Bank	Public Bank	0.38820369488206263
NKSJ Holdings	Meiji Holdings	0.3484682731396223
Higo Bank	Nanto Bank	0.35956516151958967
Eni	Snam	0.20737006826683244
First Republic Bank	Corporation Bank	0.2855480313958772
MMI Holdings	Belle International Holdings	0.22042482708104585
SBI Holdings	HDFC Bank	0.234290111237841
Voestalpine	Salzgitter	0.4154247442213886
PBF Energy	Peabody Energy	0.26252307092656413
Isbank	Garanti Bank	0.5932386068816807
Shanghai Commercial & Savings Bank	Taiwan Business Bank	0.35956564152542575
Bank Mandiri	Bank Negara Indonesia	0.6153682920608573
Hong Leong Financial	Li & Fung	0.30099122880876966
United Aircraft Corporation	United Technologies	0.20816923367349893
Abu Dhabi Commercial Bank	Qatar Islamic Bank	0.2278739229837748
BioMarin Pharmaceutical	Alexion Pharmaceuticals	0.27874532762413595
Zurich Insurance Group	Ping An Insurance Group	0.2812952299635123
Mechel	Novolipetsk Steel	0.28848996737087135
Chemtura	Lanxess	0.2893636385807082
Intesa Sanpaolo	UniCredit Group	0.22326303106868495
Hormel Foods	Kraft Foods	0.2346846239326193
Riyad Bank	BMCE Bank	0.35728372512620565
Mitsubishi Chemical	Sumitomo Rubber	0.25266789180034666
Kiyo Bank	Gunma Bank	0.31210641640688136
CLP Holdings	Meiji Holdings	0.27031972574818786
Annaly Capital Management	Brookfield Asset Management	0.35997716675799085
Kansai Electric Power	General Electric	0.21385987999560538
BAIC Motor	Dongfeng Motor Group	0.4983992103149403
WPG Holdings	Tencent Holdings	0.24690408220378357
UBI Banca	A2A	0.22000113893161505
China Railway Group	China Power International Development	0.2017042015972774
First Pacific	Citic Pacific	0.2240832760528865
Grupo Elektra	Grupo Aval	0.3046686695293795
Nanto Bank	Chugoku Bank	0.46153377710787136
Enagas	Galp Energia	0.36338053773018386
SK Telecom	Chunghwa Telecom	0.2839261593840069
Fubon Financial	E.Sun Financial	0.4589729611911334
China Merchants Bank	Gunma Bank	0.2030485500601625
BMCE Bank	Syndicate Bank	0.2276962643445684
Mitsubishi Chemical	TonenGeneral Sekiyu	0.22135312522061357
BCE	TELUS	0.25311398264284835
Kyushu Electric Power	Huadian Power International	0.2589169577735042
Suruga Bank	Iyo Bank	0.21015514861762474
Mizrahi Tefahot Bank	Bank Hapoalim	0.7208021682237424
Chevron	Exxon Mobil	0.45721250243988326
MTN Group	Bidvest Group	0.22682702677872765
Amgen	AstraZeneca	0.24789996750983992
Suncor Energy	Talisman Energy	0.3041887557913373
Power Finance	Chugoku Electric Power	0.26376613293792367
Tokio Marine Holdings	Fukuoka Financial Group	0.2246964360194341
Celanese	BASF	0.35982356766306944
Cosmo Oil	Murphy Oil	0.29303942947034856
Willis Group Holdings	Belle International Holdings	0.25215947044948767
SinoPac Financial	Cathay Financial	0.4887725633066681
Industrial Bank	National Commercial Bank	0.2870556342379744
Sumitomo Corp	Marubeni	0.33112780921943913
Public Power	Power Finance	0.43938083911771064
Freescale Semiconductor	STMicroelectronics	0.33136917003143634
Bangkok Bank	TMB Bank	0.45993318829662094
Datang International Power	Dongfang Electric	0.35654886591135376
Shanxi Taigang Stainless	Angang Steel	0.5811751242165217
Toyota Tsusho	Nissan Motor	0.21335066310487272
American Electric	Kansai Electric Power	0.2822878155265487
Charter Communications	Rogers Communications	0.31715587597337896
Schneider Electric	Emerson Electric	0.33073975674299705
Banco Popolare	Mediobanca	0.3055308557309399
Shimao Property Holdings	Longfor Properties	0.5339432533285928
Kawasaki Kisen Kaisha	Taisei	0.2060037766639231
Swedbank	Storebrand	0.3134715745203156
China Merchants Securities	China Everbright Bank	0.30488184286879955
Commerzbank	Deutsche Telekom	0.23000802100992424
Jones Lang LaSalle Inc.	Johnson & Johnson	0.23566714713847828
Joyo Bank	Daishi Bank	0.4068815356046292
Humana	Cigna	0.38024758624602123
Attijariwafa Bank	Arab Bank	0.2811324793360357
Hormel Foods	Tyson Foods	0.39158278104151173
Henkel	Lanxess	0.23331928798844237
Hyundai Motor	Nissan Motor	0.39392061487603935
First Republic Bank	Public Bank	0.23189644975445767
Severstal	Mechel	0.2643293066022227
Woodside Petroleum	Chevron	0.2205360215826305
Indian Overseas Bank	Punjab National Bank	0.2085237632036835
Sumitomo Electric	Tokyo Electric Power	0.312832291380728
Doha Bank	Siam Commercial Bank	0.20172400667285764
Surgutneftegas	Alrosa	0.21929865778872656
Rockwell Collins	Pearson	0.32998509412130633
Metropolitan Bank & Trust	Essex Property Trust	0.20383088429551466
China Mobile	China Telecom	0.27913609506288173
Suruga Bank	China Merchants Bank	0.30404683961858764
Alpha Bank	Guaranty Trust Bank	0.2352768251648605
Yara International	Essilor International	0.25709852379859155
Rohm	Chemtura	0.2707520817795435
American Electric	Kyushu Electric Power	0.23968849606130543
Everbright Securities	China Merchants Securities	0.40745089540635665
Joyo Bank	China Merchants Bank	0.3781299080344893
Pirelli & C	L Brands	0.46591502870529217
Marathon Petroleum	Hellenic Petroleum	0.21360372575507314
DVB Bank	Keiyo Bank	0.25144274588237925
Joyo Bank	Kiyo Bank	0.23553712954108616
Doha Bank	Ahli United Bank	0.24966051371660525
Axis Bank	National Commercial Bank	0.20179558085865418
PotashCorp	Agrium	0.33384119138044316
Harbin Bank	Daishi Bank	0.3329958496844323
Huaxia Bank	China Merchants Bank	0.5309602088603197
Posco	NMDC	0.21725418747268935
Mediolanum	A2A	0.29723135351055113
Everbright Securities	Orient Securities	0.3009658426149704
Swiss Life Holding	Swiss Re	0.26313632042545226
Baker Hughes	Pearson	0.2996047668003955
Mediolanum	Atlantia	0.20085514000695087
Bharti Airtel	Idea Cellular	0.23367553870042893
VTB Bank	Nomos Bank	0.5123547828226207
American Electric	Korea Electric Power	0.2927124378713848
Mitsubishi Chemical	Sekisui Chemical	0.2573933707367026
VTB Bank	Halyk Bank	0.3642684103265538
Haitong Securities	China Citic Bank	0.2479616590915255
Grupo Bimbo	Grupo Televisa	0.2299064965540817
Orix	Rakuten	0.22833670958731528
Nanto Bank	National Commercial Bank	0.22294006532144864
Mercantil Servicios	Grupo Inbursa	0.25066527351032064
China Shenhua Energy	China Yangtze Power	0.2860052488313288
Fubon Financial	China Everbright Bank	0.24832708965806133
Belle International Holdings	Hopson Development Holdings	0.2416700099761466
Micron Technology	Linear Technology	0.29746243768126934
Axis Bank	Alpha Bank	0.20456312417095068
Doha Bank	BMCE Bank	0.32465727729742877
Kobe Steel	US Steel	0.2715936740734704
RSA Insurance Group	Insurance Australia Group	0.39384818891743884
Oceanwide Holdings	Asahi Group Holdings	0.3146248649007275
Mitsubishi Chemical	Sumitomo Electric	0.20563675252630118
EOG Resources	Denbury Resources	0.35908341078924877
BioMarin Pharmaceutical	Regeneron Pharmaceuticals	0.22995077793857258
Hunan Valin Steel	JSW Steel	0.22258435583113198
WPP	Omnicom Group	0.34058174265903257
Toyota Industries	Honda Motor	0.22912037069650706
Harbin Bank	Yuanta Financial Holding	0.22321126620257187
Cimarex Energy	Cheniere Energy	0.30269152742003486
Wistron	Compal Electronics	0.3828998313009626
New China Life Insurance	Samsung Life Insurance	0.4076116891280536
Axis Bank	Shizuoka Bank	0.25501873085777177
Kansai Electric Power	Tokyo Electric Power	0.7889476179472498
AstraZeneca	Merck	0.4422642126149462
Japan Exchange Group	Japan Securities	0.23093092048113176
National Australia Bank	National Commercial Bank	0.3281124091365074
Google	Yahoo	0.41618911670355113
Oceanwide Holdings	Oji Holdings	0.22433584998360118
Home Depot	Office Depot	0.4086353268203822
Dow Chemical	Eastman Chemical	0.2734161815623387
Rohm	Celanese	0.2493527875969294
Indian Bank	HDFC Bank	0.328525351653081
Dexia	Credit Agricole	0.2578045893450367
Mitsubishi Chemical	Tosoh	0.303897090051839
MGM Resorts	Wynn Resorts	0.4924556809171457
China Merchants Securities	China Merchants Holdings	0.3065491912608462
NextEra Energy	Peabody Energy	0.23452978349030648
Joyo Bank	Toho Bank	0.434446507094802
Abu Dhabi Commercial Bank	Arab Bank	0.23234107720532296
Bank Hapoalim	FIBI Holdings	0.23326400768471334
HSBC Holdings	Nomura Holdings	0.21082239852376794
ConocoPhillips	Occidental Petroleum	0.22438711656059676
Hyundai Marine & Fire	Samsung Fire & Marine	0.5631979468107432
Saudi Hollandi Bank	Bank Muscat	0.2469392797787405
Everbright Securities	ICBC	0.2004253772035052
Ezdan Holding Group	Savola Group	0.29942256094908315
RHB Capital	CIMB Group Holdings	0.22601480993990525
Hyundai Engineering	Hyundai Glovis	0.24101848182429303
Kirin Holdings	CLP Holdings	0.2207500947913562
Ferrovial	Eiffage	0.33969187388408684
RSA Insurance Group	Catlin Group	0.20714525036521514
Genworth Financial	Prudential Financial	0.3082402218332937
Aareal Bank	Danske Bank	0.20496515497423026
Dalian Wanda Commercial Properties	National Commercial Bank	0.32122853823518915
Charles Schwab	John Deere	0.2140510634008864
Korea Zinc	Korean Air	0.23254125180767363
Alpha Bank	Standard Bank Group	0.25888006347149645
Public Power	Electric Power Development	0.46643551045052073
LG Display	LG Electronics	0.29127316279778903
Baxter International	Weatherford International	0.41982429936947974
Axis Bank	Blom Bank	0.23451993434934204
Henkel	Evonik	0.2060633926148121
Nanto Bank	Standard Bank Group	0.2013699437866653
Harris	Jones Lang LaSalle Inc.	0.3141506215720641
Spectra Energy	NRG Energy	0.2669109825335482
Kaisa Group Holdings	CIMB Group Holdings	0.29648512654904824
Guosen Securities	Huatai Securities	0.5334676577230142
Nanto Bank	Siam Commercial Bank	0.2808186081051227
Grupo Bimbo	Grupo ACS	0.20191830632451852
Sumitomo Mitsui Trust	Sumitomo Realty	0.25984011097376025
Credit Suisse Group	Credit Agricole	0.2763114661664059
PBF Energy	Spectra Energy	0.29422702637379994
Resona Holdings	Yamato Holdings	0.23734782663258755
Public Bank	Union National Bank	0.2785453753731594
Huaneng Power International	Tokyo Electric Power	0.2088644549472581
Burgan Bank	Arab Bank	0.3356877426859103
Joyo Bank	Iyo Bank	0.2856325769590481
Babcock International Group	Belle International Holdings	0.2059894230009585
China Cosco Holdings	Tencent Holdings	0.2123888945619284
IKB Deutsche	Commerzbank	0.4544407343901585
DISH Network	Directv	0.24096267243438585
Riyad Bank	Alinma Bank	0.4059505039706691
SinoPac Financial	Chinatrust Financial	0.8073492906512085
Joyo Bank	Taiwan Cooperative Financial	0.23252162270400997
Deutsche Boerse	Deutsche Lufthansa	0.5560503273147521
Balfour Beatty	Pearson	0.2812763263317443
Chesapeake Energy	Cheniere Energy	0.2614734829955011
Grupo Inbursa	Grupo Televisa	0.25468393307846543
Mitsubishi Motors	Honda Motor	0.3335826236688668
Tokio Marine Holdings	Yamato Holdings	0.4315904764553636
Hiroshima Bank	Kagoshima Bank	0.20941674463194931
Kerry Properties	American Realty Capital Properties	0.20687092613492955
Zenith Bank	Syndicate Bank	0.32957363275295803
Amgen	Merck	0.2874920470950947
China Hongqiao Group	Shenzhen Overseas	0.24226047995488434
Grupo Elektra	Grupo Carso	0.332798588831324
Higo Bank	Gunma Bank	0.20581125374171164
Samsung Heavy Industries	LG Chem	0.233497407884308
Nomos Bank	Erste Group Bank	0.22788994551139335
Cattolica Assicurazioni	Generali Group	0.21056268262015446
First Republic Bank	First Gulf Bank	0.22773744805310897
Itaú Unibanco Holding	Bancolombia	0.23586767239458925
Mashreq Bank	Doha Bank	0.34469044814562594
Daishi Bank	Hiroshima Bank	0.20631616232154185
Amgen	Biogen Idec	0.34348743411416466
Tech Mahindra	Mahindra & Mahindra	0.4886817173492808
Wheelock & Co	Tiffany & Co.	0.2291492600577977
Ricoh	Konica Minolta	0.2310158468809584
Mashreq Bank	Ahli United Bank	0.22089357195881812
Raiffeisen Bank International	Commercial International Bank	0.2003514445704139
Shiga Bank	Gunma Bank	0.2331834627169059
Public Power	Tokyo Electric Power	0.4080602477459151
Recruit Holdings	CLP Holdings	0.20301352637546194
IKB Deutsche	Deutsche Lufthansa	0.3360979583742589
Mitsubishi Electric	Mitsubishi Motors	0.37349880728341417
Asahi Group Holdings	Guangzhou Automobile Group Co. Ltd.	0.22475617173523194
Husky Energy	CMS Energy	0.20008887483152818
China Railway Group	China Railway Construction	0.2563155434697014
EasyJet	Ryanair Holdings	0.43992217760526464
Asustek Computer	Quanta Computer	0.38445950456725336
PKN Orlen	Grupa PZU	0.25449855659908666
EP Energy	PBF Energy	0.20714034504657614
JX Holdings	Oji Holdings	0.24844949632571683
Isetan Mitsukoshi Holdings	Tokyu	0.38766378410540925
Asahi Group Holdings	Oji Holdings	0.3690559461076839
SJM Holdings	Belle International Holdings	0.23587705170595594
NextEra Energy	Chesapeake Energy	0.20664923756407552
Axis Bank	Signature Bank	0.3020314847287925
China Vanke	China Hongqiao Group	0.26151024376018495
Rogers Communications	Shaw Communications	0.6457409405347534
UBS	Citigroup	0.2777013099236167
Suruga Bank	Shanghai Commercial & Savings Bank	0.20104757109912239
Prudential	Aviva	0.23339622089640746
Toho Bank	Chugoku Bank	0.43987361789983465
Nippon Express	American Express	0.6812551880938423
Murata Manufacturing	Mitsubishi Materials	0.22610315016743965
PetroChina	Sinopec	0.6714117632779113
Ogaki Kyoritsu Bank	Yamanashi Chuo Bank	0.35799420813254695
Public Bank	Chugoku Bank	0.22920635189862312
Baoshan Iron & Steel	Maanshan Iron & Steel	0.7601255175428868
Public Power	Chugoku Electric Power	0.4351405786845962
Kawasaki Heavy Industries	Daikin Industries	0.23855224037467915
Generali Group	ING Group	0.2764606384917012
China Coal Energy	China Longyuan Power	0.38329613621847697
Banco BPI	Banco Bradesco	0.33090442502702555
Hokkaido Electric Power	Chugoku Electric Power	0.7223621765401252
PBF Energy	CMS Energy	0.22568264739328264
Oceanwide Holdings	Midea Group Co. Ltd.	0.28629968744390355
China State Construction Engineering	China Communications Construction	0.3417927438943618
Suncorp Group	Macquarie Group	0.2275589490627116
UCO Bank	First Gulf Bank	0.20740497637115748
CapitaLand	Longfor Properties	0.23006917246082062
Tencent Holdings	Greentown China Holdings	0.2335587078053328
China Construction Bank	China Citic Bank	0.37980435638480714
Huaneng Power International	Chugoku Electric Power	0.23770224438669052
Datang International Power	Hokkaido Electric Power	0.21537647691233588
Inner Mongolia Yili	Inner Mongolia Baotou Steel	0.2829208571286845
American Airlines Group	International Airlines	0.33339632369832334
Discover Financial Services	PNC Financial Services	0.3548592642212029
Hyundai Heavy Industries	Mitsubishi Heavy Industries	0.33536976661767554
Calpine	NRG Energy	0.21066607525023934
Husky Energy	Alliant Energy	0.22946456945173957
Valero Energy	NRG Energy	0.22721608154720715
Axis Bank	Canara Bank	0.22827303493154574
GD Power Development	Tokyo Electric Power	0.23283906697931125
Huatai Securities	Orient Securities	0.3259124060921897
Sumitomo Electric	Kyushu Electric Power	0.2401098664317436
Samba Financial Group	Principal Financial Group	0.38206085249857213
Charter Communications	Shaw Communications	0.3168928490857907
Zurich Insurance Group	Samsung Life Insurance	0.2011592189221684
Belle International Holdings	Agile Property Holdings	0.21509717355562036
Suncorp Group	AMP	0.21309547532964423
DVB Bank	Blom Bank	0.280936910247163
ICICI Bank	SBI Holdings	0.20961576136683904
MMI Holdings	Intouch Holdings	0.22417389792849607
China Shenhua Energy	China Longyuan Power	0.4155345600870871
CLP Holdings	Yamato Holdings	0.29396400672839385
Commercial International Bank	Taiwan Business Bank	0.20276029841369775
Gansu Jiu Steel Group Hongxing Iron & Steel	Hebei Iron & Steel	0.5298348658862198
Empresas CMPC	Grupo Carso	0.38058373257439154
Commercial International Bank	Syndicate Bank	0.20181678808217018
Land Securities Group	Top Frontier Investment Holdings	0.2091444560278895
United Continental Holdings	Continental Resources	0.23467914709057303
WPG Holdings	AerCap Holdings	0.20198849608691263
LG Corp	LG Electronics	0.3243921220408167
Aetna	Anthem	0.22418791156800347
Higo Bank	Kagoshima Bank	0.2571199453057633
UCO Bank	National Commercial Bank	0.20678817298016824
SEB	Storebrand	0.3074450461980584
Grupo Bimbo	Grupo Elektra	0.33206416371049385
Electric Power Development	Kansai Electric Power	0.44776607194323087
Qatar National Bank	First Gulf Bank	0.23206675400196106
DVB Bank	TD Bank Group	0.2282989501863556
Harbin Bank	China Everbright Bank	0.5050870674447554
Chiba Bank	Musashino Bank	0.4708200932415997
Catlin Group	AIA Group	0.2511660421858544
Waters	Pearson	0.2303236347891387
Banco Occidental	Banco Bradesco	0.20380163814674515
Allahabad Bank	Syndicate Bank	0.3113880299037852
Banco do Brasil	Banrisul	0.2080612769742165
Chiba Bank	Shiga Bank	0.3791101429190169
Chubu Electric Power	Korea Electric Power	0.7187862673117793
NetApp	VMware	0.28440022119621505
Mashreq Bank	Riyad Bank	0.3243833404804578
Joyo Bank	Shanghai Commercial & Savings Bank	0.22724704312766547
General Electric	Tohoku Electric Power	0.2407617261287645
UCO Bank	Public Bank	0.2864280887859345
Health Net	Cardinal Health	0.3701246632175806
Towngas	China Longyuan Power	0.23280569425966782
Anadarko Petroleum	ConocoPhillips	0.2633962655679881
Bank Muscat	Siam Commercial Bank	0.2087350944441352
Luxottica Group	Swatch Group	0.30450830001388063
Cimarex Energy	Chesapeake Energy	0.2093597266741748
Banco de Sabadell	Banco Continental	0.3535220381465876
Baoshan Iron & Steel	Angang Steel	0.32009566002719886
China Merchants Bank	Citic Securities	0.22242482564605917
China Unicom	China Taiping Insurance	0.2208001119252654
Universal Health	Community Health Sys	0.3584337669331668
Meritz Financial Group	E.Sun Financial	0.2021949225177908
Huaneng Power International	Kyushu Electric Power	0.21182126359017286
Banco de Sabadell	Banco BPI	0.42830785345738864
Ameren	Entergy	0.2569263527079787
Aeroports de Paris	Banque nationale de Belgique	0.35041515229885906
Raymond James Financial	George Weston	0.2272247365177392
Waters	Rockwell Collins	0.332159356914132
Mitsui Fudosan	Marubeni	0.337884518391579
Brightoil Petroleum	Occidental Petroleum	0.2082821977849174
DVB Bank	Gunma Bank	0.25369586432393104
Indian Bank	Union National Bank	0.25635138301137983
AmTrust Financial Services	PNC Financial Services	0.45745615236239867
AmBank Group	RHB Capital	0.3546059530556385
Zenith Bank	Corporation Bank	0.331922105160234
Shanghai International Port	Shenzhen Overseas	0.21443310367328303
United Technologies	United Rentals	0.5304681189506322
Cenovus Energy	Suncor Energy	0.45770495421698576
Tyco International	Baxter International	0.24733561391943015
Carrefour	Delhaize Group	0.20078060524054883
IKB Deutsche	Deutsche Telekom	0.3050592672845962
Baidu	Netease	0.3290865681319686
Tatneft	LukOil	0.33747440404166656
Enel	Terna	0.3678120837000351
Noble Energy	Devon Energy	0.2073738567478199
HDFC Bank	IndusInd Bank	0.5308486554428057
Power Assets Holdings	Top Frontier Investment Holdings	0.22837159067272486
Sempra Energy	NextEra Energy	0.363079924297108
Steinhoff International	American International Group	0.2115105032362467
Olam International	Edison International	0.22816986378854442
Alinma Bank	Saudi Investment Bank	0.5071618703321082
Harbin Bank	Iyo Bank	0.25894812431111613
Infosys	Wipro	0.6340204967190058
Cigna	Centene	0.23287941396873257
GD Power Development	Kyushu Electric Power	0.23679054104251976
Evraz Group	Novolipetsk Steel	0.20900099784992293
Kotak Mahindra Bank	IndusInd Bank	0.42823335251502737
Banca Popolare di Milano	Banca Popolare di Sondrio	0.6317499273435604
Westlake Chemical	Eastman Chemical	0.2646082668393773
Shizuoka Bank	Nanto Bank	0.3375175700826787
KB Financial Group	JB Financial Group	0.28889317028715844
Datang International Power	Huadian Power International	0.7863885921388285
Citigroup	JPMorgan Chase	0.3015764738331366
Harris	Morgan Stanley	0.27489059927722526
Babcock International Group	Samba Financial Group	0.24038235135822003
Johnson & Johnson	Morgan Stanley	0.3772531460840554
BAIC Motor	SAIC Motor	0.4032330376009617
Mitsubishi UFJ Lease	Sumitomo Mitsui Financial	0.2240470896000542
Datang International Power	Tokyo Electric Power	0.2333610903846124
Honda Motor	Isuzu Motors	0.2607792087750996
JX Holdings	Belle International Holdings	0.24504271177503673
Kansai Electric Power	Huadian Power International	0.26297560273608156
Gansu Jiu Steel Group Hongxing Iron & Steel	Wuhan Iron & Steel	0.5289814710706048
Hyundai Motor	Mitsubishi Motors	0.2487634388997528
Assurant	PartnerRe	0.20366465800988928
AstraZeneca	GlaxoSmithKline	0.5300832884372639
SingTel	Telekom Indonesia	0.20512824046655337
Schroders	Invesco	0.2339406090268997
Public Bank	Syndicate Bank	0.3057946885899428
Datang International Power	SDIC Power Holdings	0.4397117755996161
Power Assets Holdings	SDIC Power Holdings	0.2802738454864503
LIG Insurance	Dongbu Insurance	0.3862404040892206
SVB Financial Group	CNO Financial Group	0.23042911673093766
Bank Mandiri	Maybank	0.2023968526769504
Shanghai Electric Group	Guangzhou Automobile Group Co. Ltd.	0.275469014023423
Qantas Airways	Cathay Pacific Airways	0.26391916197340254
Fujitsu	Hitachi	0.21518473414625458
Kiyo Bank	Aozora Bank	0.2631355396421119
Celgene	Actelion	0.20033285636537423
SK Holdings	Oji Holdings	0.26682272999546097
Recruit Holdings	GS Holdings	0.21823128080438328
Land Securities Group	NH Investment & Securities	0.28498781466488315
JSW Steel	Tata Steel	0.3156066197199569
First Republic Bank	Republic Services	0.21642878071329766
PBF Energy	Sempra Energy	0.336757662905357
Willis Group Holdings	FBN Holdings	0.2040034759858689
AutoZone	Fastenal	0.22438585379918757
American Electric	Chubu Electric Power	0.26067592517366467
Bank Muscat	Alinma Bank	0.4086476817459834
RR Donnelley & Sons	J Sainsbury	0.3053352739633306
Electric Power Development	Guangdong Electric Power	0.3684072845432495
Alinma Bank	Qatar National Bank	0.41516685842904716
Alpha Bank	Nanto Bank	0.22893262695549857
Mashreq Bank	Alinma Bank	0.47482528513797345
Mitsubishi Motors	Mitsubishi Estate	0.2728361373706863
Mega Financial Holding	Valiant Holding	0.22643552235768866
Chiba Bank	Gunma Bank	0.4704869307257003
Banco Santander	Banco BPI	0.4165305561469317
Prudential Financial	Manulife Financial	0.30211719007403093
Credicorp	Bancolombia	0.33597697645520774
Oji Holdings	Alfresa Holdings	0.31860173513742884
China Merchants Holdings	China Hongqiao Group	0.29967576523308465
Public Bank	DVB Bank	0.22874110701037426
Isbank	Sabanci Holding	0.22397759318497207
Kraft Foods	ConAgra Foods	0.30890721744208277
CSN	Metalurgica Gerdau	0.24522769553407223
Singapore Airlines	Hainan Airlines	0.3786216284188152
Burberry Group	Luxottica Group	0.22522656349988865
Chesapeake Energy	Peabody Energy	0.4085527079671152
Nippon Yusen	Asahi Kasei	0.25188460270852836
Arab Banking	Arab Bank	0.3065427260747364
Novatek	Rosneft	0.48228952413283904
Barrick Gold	Goldcorp	0.3646922669033832
GD Power Development	Huaneng Power International	0.2827449276938583
Datang International Power	Kyushu Electric Power	0.21347613368705146
Attijariwafa Bank	Abu Dhabi Commercial Bank	0.23156519935399525
Syndicate Bank	Union National Bank	0.27632065394928434
PBF Energy	Noble Energy	0.2557155853545565
Talanx	Scor	0.2254822689515229
JFE Holdings	Nippon Steel & Sumitomo Metal	0.20804406755248875
Allahabad Bank	Andhra Bank	0.8098261922342683
Huaxia Bank	China Construction Bank	0.3267207758715105
Oceanwide Holdings	Agile Property Holdings	0.23687197997450446
Harman International	Edison International	0.29480574407549537
West Japan Railway	Far Eastern New Century	0.25224877371915017
Hyosung	Hyundai Mobis	0.22136454082414225
Charter Communications	Discovery Communications	0.3054511323403652
Itochu	Sumitomo Mitsui Trust	0.5448027489444034
Oceanwide Holdings	Meiji Holdings	0.2672324182552975
Hartford Financial Services	CNO Financial Group	0.22590810782528
Resona Holdings	Aozora Bank	0.26454643132841715
Baoshan Iron & Steel	US Steel	0.34481930170899117
Haitong Securities	Guosen Securities	0.4621940153677285
Brightoil Petroleum	Sinopec	0.362914447519362
Gunma Bank	Musashino Bank	0.47618472288984903
Melco Crown Entertainment	Crown Holdings	0.21458378264537656
East Japan Railway	Central Japan Railway	0.6152206348672823
Deutsche Telekom	Deutsche Lufthansa	0.3064633527544095
Huaxia Bank	Daishi Bank	0.33400492103504426
Guangdong Electric Power	Chugoku Electric Power	0.5242719153444317
China Railway Group	Guangzhou Automobile Group Co. Ltd.	0.22591755552973444
Phoenix Group Holdings	Agile Property Holdings	0.21223672431960172
BAIC Motor	Brilliance China Automotive Holdings	0.34924971990797565
Samba Financial Group	Compass Group	0.2345012147092734
Hengan International Group	Fosun International	0.31584357651223866
Ricoh	Seiko Epson	0.24175618925528058
China Aviation Oil	Sinopec	0.23437199161766853
SinoPac Financial	Yuanta Financial Holding	0.6188535241293944
Abu Dhabi Commercial Bank	Burgan Bank	0.23457900751160973
Acciona	Eiffage	0.2431194613472199
JFE Holdings	Meiji Holdings	0.21081097176934369
Lotte Chemical	Sekisui Chemical	0.2819120519766492
ICBC	China Minsheng Banking	0.5662096423981117
Weichai Power	Kansai Electric Power	0.21401246049730854
Ameren	PPL	0.22633121643309623
Signature Bank	Public Bank	0.3045586574600759
Shimao Property Holdings	SK Holdings	0.207847661880036
Johnson & Johnson	Johnson Matthey	0.30966348485133344
Sumitomo Corp	Mitsubishi Corp	0.5068363516472052
Sumitomo Rubber	Sumitomo Mitsui Financial	0.20377850161236258
Ashikaga Holdings	Mitsubishi UFJ Lease	0.20582815783760736
Chinatrust Financial	E.Sun Financial	0.5268508906279169
SBA Communications	China Communications Services	0.2593554193848113
China Shenhua Energy	Huadian Power International	0.30537971704235034
Banco Occidental	Banco BPI	0.3038347450511213
Kaisa Group Holdings	Belle International Holdings	0.3446723404086731
Banco Popolare	UBI Banca	0.33116136687958175
Weichai Power	Datang International Power	0.4195726794678324
Hyundai Motor	Hyundai Glovis	0.2121237371729417
Sumitomo Electric	Fuji Heavy Industries	0.20595786120345458
Haitong Securities	Citic Securities	0.6361300100693283
Oceanwide Holdings	SK Holdings	0.2893384505699421
Canon	Seiko Epson	0.2366284146140494
Tokyo Gas	Tokyo Electron	0.2836492729000956
RMB Holdings	Midea Group Co. Ltd.	0.3229448020142186
Riyad Bank	Ahli United Bank	0.2722654528620168
Datang International Power	Huaneng Power International	0.7846746643180981
IndusInd Bank	Syndicate Bank	0.3297253881067428
Oji Holdings	Meiji Holdings	0.3211526369703079
Suntory Beverage & Food	Monster Beverage	0.26251232831775095
Industrial Bank	Alpha Bank	0.2534175295765366
Samsung Electronics	LG Electronics	0.5410439648852724
JFE Holdings	Sojitz	0.20322594685517395
Zenith Bank	Blom Bank	0.2848073344871822
Emerson Electric	Korea Electric Power	0.20804793425932935
McKesson	AmerisourceBergen	0.2314165890938813
Sunac China Holdings	Shanghai Industrial Holdings	0.3521569272492842
Spectra Energy	Husky Energy	0.40334389070015886
Canara Bank	Punjab National Bank	0.3163705772387353
Sumitomo Rubber	Nippon Steel Trading	0.3027181860212977
